"bowler1","batsman1","wicketTaken"
"AR Adams","KC Sangakkara",1
"AR Adams","LPC Silva",1
"AR Adams","LPC Silva",1
"AR Adams","SM Pollock",1
"AR Cusack","AD Mathews",1
"AR Cusack","ADS Fletcher",1
"AR Cusack","AJ Redmond",1
"AR Cusack","AK Mandal",1
"AR Cusack","CH Gayle",1
"AR Cusack","D Ramdin",1
"AR Cusack","DJ Bravo",1
"AR Cusack","DPMD Jayawardene",1
"AR Cusack","DR Smith",1
"AR Cusack","E Otieno",1
"AR Cusack","J Mubarak",1
"AR Cusack","JDP Oram",1
"AR Cusack","JK Kamande",1
"AR Cusack","Karim Sadiq",1
"AR Cusack","KJ Coetzer",1
"AR Cusack","LMP Simmons",1
"AR Cusack","M Muralitharan",1
"AR Cusack","Mahmudullah",1
"AR Cusack","Mohammad Nabi",1
"AR Cusack","NN Odhiambo",1
"AR Cusack","R Gunasekera",1
"AR Cusack","R Rampaul",1
"AR Cusack","RG Aga",2
"AR Cusack","RR Patel",1
"AR Cusack","S Badree",1
"AR Cusack","Samiullah Shenwari",1
"AR Cusack","Shahzaib Hasan",1
"AR Cusack","Sikandar Raza",1
"AR Cusack","TP Ura",1
"AR Cusack","W Barresi",1
"AR McBrine","A Vala",1
"AR McBrine","Aamir Kaleem",2
"AR McBrine","Aasif Sheikh",1
"AR McBrine","Anshuman Rath",1
"AR McBrine","Asghar Stanikzai",1
"AR McBrine","G Malla",1
"AR McBrine","Gulbadin Naib",1
"AR McBrine","H Masakadza",1
"AR McBrine","Haider Butt",1
"AR McBrine","HE van der Dussen",2
"AR McBrine","Kaleemullah",1
"AR McBrine","MD Dai",1
"AR McBrine","Mehran Khan",1
"AR McBrine","MJ Richardson",1
"AR McBrine","S Bau",1
"AR McBrine","SC Williams",1
"AR McBrine","Shoaib Azam Khan",1
"AR McBrine","Soumya Sarkar",1
"AR McBrine","Waseem Muhammad",1
"AR Nurse","C Munro",1
"AR Nurse","JE Root",1
"AR Nurse","JM Bairstow",1
"AR Nurse","Liton Das",1
"AR Nurse","Mushfiqur Rahim",1
"AR Nurse","Soumya Sarkar",1
"AR Nurse","Tamim Iqbal",1
"AR Nurse","TC Bruce",1
"AR Patel","AJ Finch",2
"AR Patel","AK Markram",1
"AR Patel","BFW de Leede",1
"AR Patel","C de Grandhomme",1
"AR Patel","C Green",2
"AR Patel","CT Mutombodzi",1
"AR Patel","CT Mutombodzi",1
"AR Patel","DC Thomas",1
"AR Patel","DJ Mitchell",1
"AR Patel","E Chigumbura",1
"AR Patel","F Behardien",1
"AR Patel","GD Phillips",1
"AR Patel","GJ Maxwell",1
"AR Patel","H Masakadza",2
"AR Patel","JO Holder",1
"AR Patel","JP Inglis",2
"AR Patel","KR Mayers",1
"AR Patel","L Ngidi",1
"AR Patel","MP O'Dowd",1
"AR Patel","MS Chapman",2
"AR Patel","MS Wade",1
"AR Patel","N Pooran",1
"AR Patel","Q de Kock",1
"AR Patel","R Powell",1
"AR Patel","SC Williams",1
"AR Patel","Sikandar Raza",1
"AR Patel","SSJ Brooks",1
"AR Patel","T Bavuma",1
"AR Patel","TC Bruce",1
"AR Patel","TH David",1
"AR Patel","TL Chatara",1
"AR Patel","WD Parnell",1
"AR Puri","Aaron Jones",1
"AR Puri","Aizaz Khan",1
"AR Puri","Babar Hayat",1
"AR Puri","CP Rizwan",1
"AR Puri","KD Shah",1
"AR Puri","MD Patel",1
"AR Puri","R Hekure",1
"AR Puri","R Sandaruwan",1
"AR Puri","S Bau",1
"AR Puri","Syed Aziz",1
"AR Puri","TP Ura",1
"AR Ramjani","I Master",1
"AR Ramjani","II Selemani",1
"AR Ramjani","S Kollery",1
"AR Ramjani","V Balakrishnan",1
"AR Ramjani","V Mbazo",1
"AR White","RR Patel",1
"AR White","T Mishra",1
"Arafat Sunny","AB de Villiers",1
"Arafat Sunny","E Chigumbura",1
"Arafat Sunny","JP Duminy",1
"Arafat Sunny","MDKJ Perera",1
"Arafat Sunny","Mohammad Hafeez",1
"Arafat Sunny","Mukhtar Ahmed",1
"Arafat Sunny","Q de Kock",1
"Arafat Sunny","S Prasanna",1
"Arafat Sunny","Sharjeel Khan",2
"Arafat Sunny","Shoaib Malik",1
"Arafat Sunny","TM Dilshan",1
"Ariful Haque","Asghar Stanikzai",1
"Arjun Vinod","Aaftab Alam Khan",1
"Arjun Vinod","N Khanna",1
"Arjun Vinod","Zain Ahmad",1
"Arsalan Ahmed","Bakhtiar Tahiri",1
"Arsalan Ahmed","KC D'Souza",1
"Arsalan Ahmed","Taranjeet Singh",1
"Arshad Iqbal","T Marumani",1
"Arshdeep Singh","Afif Hossain",1
"Arshdeep Singh","AJ Hosein",1
"Arshdeep Singh","Asif Ali",2
"Arshdeep Singh","Babar Azam",1
"Arshdeep Singh","DA Miller",1
"Arshdeep Singh","DC Drakes",1
"Arshdeep Singh","FJ Klaassen",1
"Arshdeep Singh","JO Holder",1
"Arshdeep Singh","KR Mayers",1
"Arshdeep Singh","LV van Beek",1
"Arshdeep Singh","Mohammad Nabi",1
"Arshdeep Singh","Mohammad Nawaz (3)",1
"Arshdeep Singh","Mohammad Rizwan",1
"Arshdeep Singh","MW Parkinson",1
"Arshdeep Singh","Nizakat Khan",1
"Arshdeep Singh","OC McCoy",1
"Arshdeep Singh","Q de Kock",2
"Arshdeep Singh","R Powell",2
"Arshdeep Singh","RJW Topley",1
"Arshdeep Singh","RR Rossouw",3
"Arshdeep Singh","RW Chakabva",1
"Arshdeep Singh","Shahnawaz Dhani",1
"Arshdeep Singh","Shakib Al Hasan",1
"Arshdeep Singh","SO Hetmyer",1
"Arshdeep Singh","T Bavuma",1
"Arshdeep Singh","Yasim Murtaza",1
"Arslan Amjad","S Davizi",1
"Aryan Lakra","BKG Mendis",1
"Aryan Lakra","Sabbir Rahman",1
"AS Abioye","H Carlyon",1
"AS Abioye","Hamza Tariq",1
"AS Abioye","NR Kirton",1
"AS Hansra","E Otieno",1
"AS Hansra","IA Karim",1
"AS Hansra","KJ Coetzer",1
"AS Hansra","KJ O'Brien",1
"AS Hansra","NJ O'Brien",1
"AS Hansra","NM Odhiambo",1
"AS Hansra","RG Aga",1
"AS Joseph","AJ Finch",1
"AS Joseph","C Green",2
"AS Joseph","DJ Hooda",1
"AS Joseph","HH Pandya",1
"AS Joseph","LM Jongwe",1
"AS Joseph","MA Leask",1
"AS Joseph","MS Wade",1
"AS Joseph","R Ngarava",1
"AS Joseph","RA Jadeja",1
"AS Joseph","RD Berrington",1
"AS Joseph","RG Sharma",1
"AS Joseph","RW Chakabva",1
"AS Joseph","SA Yadav",1
"AS Joseph","SPD Smith",1
"AS Joseph","SS Iyer",1
"AS Joseph","T Munyonga",1
"AS Mehmi","M Sarenac",1
"AS Mehmi","Umar Nawaz (2)",1
"AS Mehmi","V Zimonjic",1
"AS Mehmi","Ziaur Rehman",1
"Asad Ali Rehemtulla","A Mene-Ejegi",1
"Asad Ali Rehemtulla","A Reyes",1
"Asad Ali Rehemtulla","ACF Stokes",1
"Asad Ali Rehemtulla","JC Martin",1
"Asad Ali Rehemtulla","KJ Ferrary",1
"Asad Ali Rehemtulla","LA Dunbar",1
"Asad Ali Rehemtulla","LB Ferbrache",1
"Asad Ali Rehemtulla","LC Le Tissier",1
"Asad Ali Rehemtulla","P Pustoslemsek",1
"Asad Ali Rehemtulla","R Satheesan",1
"Asad Ali Rehemtulla","S Davizi",1
"Asad Ali Rehemtulla","S Periyalwar",1
"Asad Ali Rehemtulla","Shahid Arshad",1
"Asad Ali Rehemtulla","Taranjeet Singh",1
"Asad Ali Rehemtulla","WAE Burton",1
"Asad Ali Rehemtulla","Waqar Khan",1
"Asad Mohammad","J Perman",1
"Asad Mohammad","Khizer Ahmed",1
"Asad Mohammad","SA Ahmad",1
"Asad Mohammad","Yasir Ali",1
"Asghar Stanikzai","TL Chatara",1
"Ashfaq Ahmed","JS Malhotra",1
"Ashfaq Ahmed","SJ Myburgh",1
"Ashiqullah Said","EB Knowles",1
"Ashiqullah Said","Hilal Ahmad",1
"Ashiqullah Said","HS Gericke",1
"Ashiqullah Said","J Barker",1
"Ashiqullah Said","S Browne",2
"Ashiqullah Said","SSM Stanislaus",1
"Ashiqullah Said","SSM Stanislaus",1
"Ashiqullah Said","Zeeshan Khan",1
"Ashish Rana","A McAuley",1
"Ashish Rana","G Burrows",1
"Ashish Rana","N Knights",1
"Ashwin Vinod","Ahsan Khan",1
"Ashwin Vinod","Amar Sharma",1
"Ashwin Vinod","Aminullah Tanha",1
"Ashwin Vinod","Arslan Amjad",1
"Ashwin Vinod","B George",2
"Ashwin Vinod","BA Pai",1
"Ashwin Vinod","H Lakov",1
"Ashwin Vinod","HS Gericke",1
"Ashwin Vinod","J Mees",1
"Ashwin Vinod","PA Raikes",1
"Ashwin Vinod","SSM Stanislaus",1
"Ashwin Vinod","Sulaiman Ali",1
"Ashwin Vinod","TC Barker",1
"Asif Bevinje","Abhijeet Ahuja",1
"Asif Bevinje","HV Mandhyan",1
"Asif Bevinje","K Dasan",2
"Asif Bevinje","Khaibar Deldar",1
"Asif Bevinje","S Ashwathnarayana",1
"Asif Bevinje","TC Barker",1
"Asif Bevinje","V Jagannivasan",1
"Asif Bevinje","WJ Cope",1
"Asif Bevinje","Zeeshan Kukikhel",1
"Asif Iqbal (2)","Anjar Tadarus",1
"Asif Iqbal (2)","K Kadowaki-Fleming",1
"Asif Iqbal (2)","PR Surve",1
"Asif Iqbal (2)","R Sakurano-Thomas",1
"Aslam Mohammad","BJ Davidson",1
"Aslam Mohammad","IA De Silva",1
"Aslam Mohammad","P Mishra",1
"Aslam Mohammad","PF Gallagher",1
"Aslam Mohammad","S Tosic",1
"Asrar Ahmed","G Manan",1
"Asrar Ahmed","H Lakov",1
"Asrar Ahmed","V Saini",1
"Atif Ali Khan","Samiullah Shenwari",1
"Atif Kamal","Ayyaz Qureshi",1
"Atif Kamal","EB Knowles",1
"Atif Kamal","IA De Silva",1
"Atif Kamal","Iqbal Hossain",1
"Atif Kamal","J Butler",1
"Atif Kamal","LC Le Tissier",1
"Atif Kamal","NL Ujawe",1
"Atif Kamal","Razmal Shigiwal",1
"Atif Kamal","S Davizi",1
"Atif Kamal","S Sengupta",1
"Atif Kamal","Sathya Narayanan",1
"Atif Kamal","Shahid Arshad",1
"Atif Kamal","Waqar Khan",1
"Atif Mehmood","F Stoman",1
"Atif Mehmood","J Evans",1
"Atif Mehmood","Mian Mehmood",1
"Atif Mehmood","Muhammad Muneeb",1
"Atif Mehmood","Musa Shaheen",1
"Atif Mehmood","S Bangera",1
"Atif Mehmood","SVE Bharathi",1
"Atif Mehmood","Tariq Aziz",1
"Atif-Ur-Rehman","Saad Bin Zafar",1
"AU Rashid","A Balbirnie",1
"AU Rashid","AB de Villiers",3
"AU Rashid","AD Russell",1
"AU Rashid","AJ Finch",3
"AU Rashid","AT Carey",1
"AU Rashid","B Zuiderent",1
"AU Rashid","Babar Azam",4
"AU Rashid","C de Grandhomme",2
"AU Rashid","C Munro",1
"AU Rashid","CAK Walton",1
"AU Rashid","CR Brathwaite",3
"AU Rashid","DA Miller",1
"AU Rashid","DJ Bravo",1
"AU Rashid","DJM Short",1
"AU Rashid","DM Bravo",1
"AU Rashid","DM de Silva",1
"AU Rashid","F du Plessis",1
"AU Rashid","FA Allen",1
"AU Rashid","Fakhar Zaman",1
"AU Rashid","GJ Maxwell",2
"AU Rashid","H Klaasen",1
"AU Rashid","Ishan Kishan",1
"AU Rashid","JDS Neesham",1
"AU Rashid","JP Duminy",1
"AU Rashid","KA Pollard",3
"AU Rashid","Khushdil Shah",2
"AU Rashid","KIC Asalanka",1
"AU Rashid","KR Mayers",1
"AU Rashid","LD Chandimal",1
"AU Rashid","LRPL Taylor",1
"AU Rashid","MDKJ Perera",3
"AU Rashid","MJ Guptill",3
"AU Rashid","MN Samuels",1
"AU Rashid","Mohammad Hafeez",1
"AU Rashid","Mohammad Haris",1
"AU Rashid","Mohammad Nabi",1
"AU Rashid","Mohammad Nawaz (3)",1
"AU Rashid","Mohammad Rizwan",2
"AU Rashid","MP Stoinis",3
"AU Rashid","MR Marsh",1
"AU Rashid","N Pooran",2
"AU Rashid","Noor Ali Zadran",1
"AU Rashid","OC McCoy",2
"AU Rashid","P Nissanka",1
"AU Rashid","PHKD Mendis",1
"AU Rashid","PWH de Silva",2
"AU Rashid","Q de Kock",1
"AU Rashid","R Powell",1
"AU Rashid","R Rampaul",1
"AU Rashid","Rafatullah Mohmand",1
"AU Rashid","RG Sharma",1
"AU Rashid","RR Hendricks",1
"AU Rashid","SA Yadav",2
"AU Rashid","SD Hope",1
"AU Rashid","Shadab Khan",2
"AU Rashid","Shan Masood",1
"AU Rashid","Sharjeel Khan",1
"AU Rashid","SK Raina",2
"AU Rashid","Sohaib Maqsood",3
"AU Rashid","SP Narine",1
"AU Rashid","SPD Smith",2
"AU Rashid","SS Cottrell",1
"AU Rashid","T Bavuma",2
"AU Rashid","V Kohli",2
"AV Lalcheta","A Balbirnie",1
"AV Lalcheta","Amjad Gul",1
"AV Lalcheta","Babar Hayat",1
"AV Lalcheta","KD Shah",1
"AV Lalcheta","Nizakat Khan",1
"AV Lalcheta","Samiullah Shenwari",1
"AV Lalcheta","Soumya Sarkar",1
"Avesh Khan","Aizaz Khan",1
"Avesh Khan","BA King",2
"Avesh Khan","D Pretorius",1
"Avesh Khan","DC Thomas",1
"Avesh Khan","Fakhar Zaman",1
"Avesh Khan","GJ Delany",1
"Avesh Khan","HE van der Dussen",1
"Avesh Khan","JC Buttler",1
"Avesh Khan","KA Maharaj",1
"Avesh Khan","KIC Asalanka",1
"Avesh Khan","M Jansen",1
"Avesh Khan","P Nissanka",1
"Avesh Khan","T Bavuma",1
"AW Hawkins-Kay","HAM Shah",1
"AW Hawkins-Kay","Kaleemullah",1
"AW Hawkins-Kay","Manpreet Singh",1
"AW Hawkins-Kay","MJ Richardson",1
"AW Hawkins-Kay","NA Maiolo",1
"AW Hawkins-Kay","ND Laegsgaard",1
"AW Hawkins-Kay","Sandeep Goud",1
"AW Hawkins-Kay","Walid Ghauri",1
"Awais Ikram","A Randhawa",1
"Awais Ikram","KC D'Souza",1
"Awais Ikram","Razmal Shigiwal",1
"AY Patel","Afif Hossain",2
"AY Patel","Liton Das",2
"AY Patel","Mahedi Hasan",1
"AY Patel","Mahmudullah",1
"AY Patel","Mushfiqur Rahim",1
"AY Patel","Nurul Hasan",1
"AY Patel","Sahibzada Farhan",1
"AY Patel","Shakib Al Hasan",2
"Ayan Khan","Chirag Suri",1
"Ayan Khan","Haseeb Ghafoor",1
"Ayan Khan","Zain Ul Abidin",1
"Ayyaz Qureshi","A Nanda",1
"Ayyaz Qureshi","Habib Ahmadzai",1
"Ayyaz Qureshi","Iqbal Hossain",1
"Ayyaz Qureshi","S Kushretha",1
"Ayyaz Qureshi","Sulaiman Ali",1
"Azam Khalil","Abrar Bilal",1
"Azam Khalil","Alexandros Karvelas",1
"Azam Khalil","BBJL Perera",1
"Azam Khalil","C Bogdanos",1
"Azam Khalil","G Fatouros",1
"Azam Khalil","Jaweed Sadran",1
"Azam Khalil","MPS Cheema",1
"Azam Khalil","PF Gallagher",1
"Azam Khalil","Shoaib Azam Khan",1
"Aziz Mohammad","Awais Ahmed",1
"Aziz Mohammad","HAM Shah",1
"Aziz Mohammad","LA Burns",1
"Aziz Sualley","B Masaba",1
"Aziz Sualley","E Dusingizimana",1
"Aziz Sualley","M Magagula",1
"Aziz Sualley","S Sesazi",1
"Azmatullah Omarzai","A Balbirnie",1
"Azmatullah Omarzai","Afif Hossain",2
"Azmatullah Omarzai","GH Dockrell",1
"Azmatullah Omarzai","Liton Das",1
"Azmatullah Omarzai","Mahedi Hasan",2
"Azmatullah Omarzai","Mahedi Hasan",1
"Azmatullah Omarzai","Mahmudullah",1
"Azmatullah Omarzai","Shakib Al Hasan",1
"Azyan Farhath","Ahmed Faiz Mohammad Noor",1
"Azyan Farhath","K Namchaikul",1
"Azyan Farhath","N Chejay",1
"Azyan Farhath","Ngawang Thinley",1
"Azyan Farhath","P Suanchuai",1
"Azyan Farhath","S Desungnoen",1
"Azyan Farhath","S Pradhan",1
"Azyan Farhath","Vichanath Singh",1
"Azyan Farhath","Virandeep Singh",1
"B Arora","A Amado",1
"B Arora","Abhishek Ahuja",1
"B Arora","Anser Mehmood",1
"B Arora","Arjun Vinod",1
"B Arora","F Stoman",1
"B Arora","KJ Stagno",1
"B Arora","Noorkhan Ahmedi",1
"B Arora","RJ Hatchman",1
"B Arora","Zeeshan Kukikhel",1
"B Evans","Babar Azam",1
"B Evans","M van Lingen",1
"B Evans","Mahmudullah",1
"B Evans","Mohammad Nawaz (3)",1
"B Evans","Mosaddek Hossain",1
"B Evans","Shaheen Shah Afridi",1
"B Fernando","Ahmed Shehzad",1
"B Fernando","CH Gayle",1
"B Fernando","E Lewis",1
"B Fernando","HT Tector",1
"B Fernando","JM Bairstow",1
"B Fernando","LS Livingstone",1
"B Fernando","Mohammad Naim",1
"B Fernando","MP O'Dowd",1
"B Fernando","MP Stoinis",1
"B Fernando","MS Wade",1
"B Fernando","Mukhtar Ahmed",1
"B Fernando","SA Edwards",1
"B Fernando","Shahid Afridi",1
"B Geeves","AB de Villiers",1
"B Geeves","HH Gibbs",1
"B George","NK Aneesh Kumar",1
"B George","V Hristov",1
"B Jerkovic","AS Mehmi",1
"B Jerkovic","C Bogdanos",1
"B Jerkovic","S Tosic",1
"B Jerkovic","T Zotos",1
"B Karki","HJ Jordaan",1
"B Khumalo","JP Kotze",1
"B Khumalo","ZE Matsinhe",1
"B Kumar","A Balbirnie",1
"B Kumar","A Nortje",1
"B Kumar","AD Russell",1
"B Kumar","Ahmed Raza",1
"B Kumar","Ahmed Shehzad",1
"B Kumar","AJ Finch",2
"B Kumar","Asif Ali",1
"B Kumar","Azmatullah Omarzai",1
"B Kumar","BA King",2
"B Kumar","Babar Azam",1
"B Kumar","BJ Haddin",1
"B Kumar","C de Grandhomme",1
"B Kumar","C Green",1
"B Kumar","C Jonker",1
"B Kumar","C Karunaratne",1
"B Kumar","C Munro",1
"B Kumar","CH Morris",1
"B Kumar","CJ Chibhabha",1
"B Kumar","CL White",1
"B Kumar","CR Ervine",1
"B Kumar","D Paterson",1
"B Kumar","D Pretorius",1
"B Kumar","D Ramdin",1
"B Kumar","DA Warner",1
"B Kumar","DJ Mitchell",1
"B Kumar","DT Christian",1
"B Kumar","E Lewis",2
"B Kumar","FA Allen",1
"B Kumar","H Klaasen",1
"B Kumar","Hazratullah",1
"B Kumar","HE van der Dussen",1
"B Kumar","HT Tector",1
"B Kumar","I Udana",1
"B Kumar","JC Buttler",5
"B Kumar","JDS Neesham",1
"B Kumar","JJ Roy",2
"B Kumar","JM Bairstow",1
"B Kumar","JP Duminy",1
"B Kumar","JT Smuts",1
"B Kumar","K Mishara",1
"B Kumar","KA Maharaj",1
"B Kumar","KA Pollard",1
"B Kumar","Kamran Akmal",1
"B Kumar","Karim Janat",1
"B Kumar","KD Shah",1
"B Kumar","KMA Paul",2
"B Kumar","KR Mayers",1
"B Kumar","LRPL Taylor",1
"B Kumar","MC Henriques",1
"B Kumar","MJ Guptill",1
"B Kumar","MJ Santner",1
"B Kumar","Mohammad Naveed",1
"B Kumar","Mohammad Nawaz (3)",1
"B Kumar","N Pooran",2
"B Kumar","Najibullah Zadran",1
"B Kumar","Naseem Shah",1
"B Kumar","Nasir Jamshed",1
"B Kumar","NJ Maddinson",1
"B Kumar","NM Coulter-Nile",1
"B Kumar","P Nissanka",2
"B Kumar","PVD Chameera",1
"B Kumar","Q de Kock",1
"B Kumar","Rahmanullah Gurbaz",1
"B Kumar","RJ Gleeson",1
"B Kumar","RR Hendricks",3
"B Kumar","SA Edwards",1
"B Kumar","Shadab Khan",1
"B Kumar","Shaheen Shah Afridi",1
"B Kumar","Shahid Afridi",2
"B Kumar","Shakib Al Hasan",1
"B Kumar","SP Patil",1
"B Kumar","SSJ Brooks",1
"B Kumar","T Bavuma",1
"B Kumar","TL Seifert",2
"B Kumar","Umar Akmal",1
"B Kumar","Vikramjit Singh",1
"B Kumar","W Madhevere",1
"B Kumar","WD Parnell",1
"B Kumar","WIA Fernando",2
"B Kumar","WU Tharanga",1
"B Laughlin","AB de Villiers",1
"B Laughlin","LD Chandimal",1
"B Lee","Ahmed Shehzad",1
"B Lee","Alok Kapali",1
"B Lee","BB McCullum",1
"B Lee","CH Gayle",1
"B Lee","CS Baugh",1
"B Lee","DJG Sammy",1
"B Lee","DPMD Jayawardene",3
"B Lee","DR Smith",1
"B Lee","FH Edwards",1
"B Lee","H Masakadza",1
"B Lee","JL Denly",1
"B Lee","KA Pollard",1
"B Lee","KD Karthik",1
"B Lee","KMDN Kulasekara",1
"B Lee","L Vincent",1
"B Lee","LPC Silva",1
"B Lee","Mashrafe Mortaza",1
"B Lee","PD Collingwood",1
"B Lee","SB Styris",1
"B Lee","Shakib Al Hasan",1
"B Lee","SM Davies",1
"B Lee","SP Narine",1
"B Lee","ST Jayasuriya",2
"B Lee","TM Dilshan",1
"B Lee","V Sehwag",3
"B Maphosa","B Masaba",1
"B Masaba","IKO Aboagye",1
"B Masaba","M Aboagye",1
"B Masaba","P Aho",1
"B Masaba","Z Abbasi",1
"B Mavuta","CG Williams",1
"B Mavuta","F du Plessis",1
"B Mavuta","Q de Kock",1
"B Muzarabani","A Balbirnie",1
"B Muzarabani","AJ Finch",1
"B Muzarabani","Asghar Stanikzai",1
"B Muzarabani","AT Carey",1
"B Muzarabani","Babar Azam",2
"B Muzarabani","Danish Aziz",1
"B Muzarabani","DJM Short",1
"B Muzarabani","Faheem Ashraf",1
"B Muzarabani","Fakhar Zaman",2
"B Muzarabani","GJ Maxwell",1
"B Muzarabani","H Carlyon",1
"B Muzarabani","HT Tector",1
"B Muzarabani","KR Mayers",1
"B Muzarabani","Liton Das",1
"B Muzarabani","MA Leask",1
"B Muzarabani","Mahmudullah",1
"B Muzarabani","Mohammad Hafeez",1
"B Muzarabani","Mohammad Nabi",1
"B Muzarabani","Mohammad Naim",2
"B Muzarabani","Mohammad Rizwan",1
"B Muzarabani","Mohammad Shahzad",2
"B Muzarabani","MP O'Dowd",1
"B Muzarabani","MR Adair",1
"B Muzarabani","N Vanua",1
"B Muzarabani","Najibullah Zadran",3
"B Muzarabani","R Hekure",1
"B Muzarabani","R Powell",1
"B Muzarabani","R Rohan",1
"B Muzarabani","Rashid Khan",2
"B Muzarabani","RG Sharma",1
"B Muzarabani","Sharafuddin Ashraf",1
"B Muzarabani","SJ Myburgh",1
"B Muzarabani","Soumya Sarkar",2
"B Muzarabani","TM Head",1
"B Muzarabani","U Aryaman Sunil",1
"B Niaz","A Bishnoi",2
"B Niaz","Amar Sharma",1
"B Niaz","B Arora",1
"B Niaz","N Khanna",1
"B Niaz","SSM Stanislaus",1
"B Niaz","VP Thamotharam",1
"B Niaz","Washeem Abbas",1
"B Pondani","AR Patwa",1
"B Pondani","Jitin Singh",1
"B Regmi","Adnan Idrees",1
"B Regmi","Ahmed Faiz Mohammad Noor",1
"B Regmi","Anshuman Rath",1
"B Regmi","CP Rizwan",1
"B Regmi","KD Shah",1
"B Regmi","Mohammad Ahsan",1
"B Regmi","Mohammad Naveed",1
"B Regmi","MS Chapman",2
"B Regmi","Nizakat Khan",2
"B Regmi","PW Borren",1
"B Regmi","R Sandaruwan",1
"B Regmi","Shafiq Sharif",1
"B Regmi","Shafiqullah",1
"B Regmi","SJ Myburgh",1
"B Regmi","Tamim Iqbal",1
"B Regmi","Tamoor Sajjad",1
"B Regmi","Tanwir Afzal",1
"B Regmi","TP Ura",1
"B Regmi","TP Visee",1
"B Regmi","Virandeep Singh",2
"B Schuster","DS Maraiwai",1
"B Shikongo","CD Wallace",1
"B Shikongo","CJA Amini",1
"B Shikongo","DM Nakrani",1
"B Shikongo","H Pragji",1
"B Shikongo","J Sebanja",1
"B Shikongo","K Mothlhanka",1
"B Shikongo","KJ O'Brien",1
"B Shikongo","L Siaka",1
"B Shikongo","M Mooketsi",1
"B Shikongo","MD Gunathilaka",1
"B Shikongo","P Nissanka",1
"B Shikongo","R Nehonde",1
"B Shikongo","RG Mukasa",1
"B Shikongo","Sikandar Raza",1
"B Shikongo","W Madhevere",1
"B Shikongo","Waseem Muhammad",1
"B Stanlake","AD Hales",1
"B Stanlake","Asif Ali",1
"B Stanlake","AU Rashid",1
"B Stanlake","C Munro",1
"B Stanlake","C Zhuwao",1
"B Stanlake","Chirag Suri",1
"B Stanlake","DJ Malan",1
"B Stanlake","F du Plessis",1
"B Stanlake","Fakhar Zaman",2
"B Stanlake","Hussain Talat",1
"B Stanlake","JJ Roy",1
"B Stanlake","MD Gunathilaka",1
"B Stanlake","MD Gunathilaka",1
"B Stanlake","MD Shanaka",1
"B Stanlake","MJ Guptill",2
"B Stanlake","Mohammad Hafeez",2
"B Stanlake","MS Chapman",1
"B Stanlake","Rohan Mustafa",1
"B Stanlake","S Dhawan",1
"B Stanlake","Sarfraz Ahmed",2
"B Stanlake","SF Mire",1
"B Stanlake","Shadab Khan",1
"B Stanlake","SW Billings",1
"B Stanlake","TC Bruce",1
"B Stanlake","TK Musakanda",1
"B Ward","Amir Mangal",1
"B Ward","Amir Sharif",1
"B Ward","Anique Uddin",1
"B Ward","Asad Mohammad",1
"B Ward","BBJL Perera",2
"B Ward","D Klein",1
"B Ward","Delawar Khan",1
"B Ward","DM Nakrani",1
"B Ward","F Akankwasa",1
"B Ward","G Stewart",1
"B Ward","H Singh",1
"B Ward","Junaid Sheikh",1
"B Ward","KD Shah",1
"B Ward","Lucky Ali",1
"B Ward","Nizakat Khan",1
"B Ward","NL Smith",1
"B Ward","NS Dhaliwal",1
"B Ward","R Gaznavi",1
"B Ward","S Sesazi",1
"B Ward","Sahir Naqash",1
"B Ward","Sikandar Raza",1
"B Ward","Simandeep Singh",1
"B Ward","Talha Khan",2
"B Ward","U Aryaman Sunil",1
"B Ward","VD Adewoye",1
"B Ward","Waheed Ahmed",1
"B White","CR Ervine",1
"B White","G Singh",1
"B White","M Shumba",1
"B White","MD Patel",1
"B White","Muhammad Usman",1
"B White","Rohan Mustafa",1
"B White","RW Chakabva",1
"BA Pai","A Ashokan",1
"BA Pai","Aaftab Alam Khan",1
"BA Pai","Aamer Ikram",1
"BA Pai","Asad Ali Rehemtulla",1
"BA Pai","B George",1
"BA Pai","Farzan Afzal",1
"BA Pai","G Chaturvedi",1
"BA Pai","H Lakov",1
"BA Pai","HS Gericke",1
"BA Pai","KC D'Souza",1
"BA Pai","S Ashwathnarayana",1
"BA Pai","SA Ahmad",1
"BA Pai","Sulaiman Ali",1
"BA Pai","Tariq Aziz",1
"BA Stokes","C Munro",1
"BA Stokes","CJ Anderson",1
"BA Stokes","DA Miller",1
"BA Stokes","Hazratullah",1
"BA Stokes","HE van der Dussen",2
"BA Stokes","HM Amla",1
"BA Stokes","Iftikhar Ahmed",1
"BA Stokes","J Little",1
"BA Stokes","KIC Asalanka",1
"BA Stokes","KL Rahul",2
"BA Stokes","KS Williamson",1
"BA Stokes","L Ronchi",2
"BA Stokes","MJ McClenaghan",1
"BA Stokes","MJ Santner",1
"BA Stokes","MP Stoinis",1
"BA Stokes","MR Marsh",1
"BA Stokes","MS Wade",1
"BA Stokes","Najibullah Zadran",1
"BA Stokes","NM Coulter-Nile",1
"BA Stokes","Q de Kock",1
"BA Stokes","RG Sharma",1
"BA Stokes","RR Hendricks",1
"BA Stokes","RR Pant",1
"BA Stokes","Samiullah Shenwari",1
"BA Stokes","SK Raina",1
"BA Stokes","T Bavuma",1
"Bakhtiar Tahiri","Arsalan Ahmed",1
"Bakhtiar Tahiri","Sami Ullah",1
