"bowler1","batsman1","balls","runsConceded","ER"
"Abdul Wahid","Sultan Ahmed (2)",3,0,0
"Abdul-Shakoor Rahimzei","A Bulow",2,1,3
"Abdul-Shakoor Rahimzei","BBJL Perera",3,1,2
"Abdul-Shakoor Rahimzei","BDH Stevens",3,2,4
"Abdul-Shakoor Rahimzei","JW Jenner",3,2,4
"Abdul-Shakoor Rahimzei","OD Hald",6,3,3
"Abdullah Akbarjan","A Ashokan",22,30,8.18181818181818
"Abdullah Akbarjan","Abdul-Shakoor Rahimzei",10,16,9.6
"Abdullah Akbarjan","Ali Saleem",6,7,7
"Abdullah Akbarjan","Azam Khalil",11,9,4.90909090909091
"Abdullah Akbarjan","IDA Damarell",3,2,4
"Abdullah Akbarjan","J Mees",7,4,3.42857142857143
"Abdullah Akbarjan","JC Martin",7,3,2.57142857142857
"Abdullah Akbarjan","Khalid Zahid",5,2,2.4
"Abdullah Akbarjan","Lemar Momand",2,1,3
"Abdullah Akbarjan","Raza Iqbal",3,2,4
"Abdullah Akbarjan","Ritik Tomar",5,4,4.8
"Abdullah Akbarjan","S Koppolu",5,4,4.8
"Abdullah Akbarjan","S Wickramasekara",5,4,4.8
"Abdullah Akbarjan","Shoaib Azam Khan",3,4,8
"Abdullah Akbarjan","Talha Khan",7,7,6
"Abdullah Akbarjan","W Behr",6,4,4
"Abdullah Akbarjan","W Boshoff",8,7,5.25
"Abdullah Jasat","E Haven",1,0,0
"Abdullah Jasat","Garret Banner",2,1,3
"Abdullah Jasat","M Taylor",5,6,7.2
"Abdullah Jasat","ML Castillo",2,1,3
"Abdullah Jasat","TW Samuels",4,7,10.5
"Abdullah Mahmood","Amjad Sher",1,0,0
"Abdullah Mahmood","JOP Scamans",4,2,3
"Abdullah Mahmood","MB Tambe",1,0,0
"Abdullah Mahmood","Sapan Mehta",2,1,3
"Abdullah Sheikh","J Butler",11,6,3.27272727272727
"Abdullah Sheikh","OE Newey",6,7,7
"Abdur Razzak","AB de Villiers",11,8,4.36363636363636
"Abdur Razzak","AC Gilchrist",8,22,16.5
"Abdur Razzak","AP Devcich",1,0,0
"Abdur Razzak","BB McCullum",14,21,9
"Abdur Razzak","BJ Haddin",6,4,4
"Abdur Razzak","DM Bravo",16,24,9
"Abdur Razzak","DPMD Jayawardene",3,4,8
"Abdur Razzak","DS Smith",10,4,2.4
"Abdur Razzak","H Masakadza",7,6,5.14285714285714
"Abdur Razzak","J Botha",2,1,3
"Abdur Razzak","JA Morkel",7,10,8.57142857142857
"Abdur Razzak","JK Kamande",4,4,6
"Abdur Razzak","JL Ontong",6,5,5
"Abdur Razzak","JP Duminy",6,12,12
"Abdur Razzak","Kamran Akmal",21,22,6.28571428571429
"Abdur Razzak","KJ O'Brien",6,8,8
"Abdur Razzak","LD Chandimal",2,1,3
"Abdur Razzak","LE Bosman",1,0,0
"Abdur Razzak","LMP Simmons",9,10,6.66666666666667
"Abdur Razzak","MJ Guptill",3,1,2
"Abdur Razzak","MN Waller",7,7,6
"Abdur Razzak","Mohammad Hafeez",27,24,5.33333333333333
"Abdur Razzak","Mohammad Nabi",4,1,1.5
"Abdur Razzak","Mudassar Bukhari",1,0,0
"Abdur Razzak","Munir Dar",2,0,0
"Abdur Razzak","PW Borren",3,2,4
"Abdur Razzak","RL Bhudia",2,0,0
"Abdur Razzak","S Chanderpaul",8,17,12.75
"Abdur Razzak","Samiullah Shenwari",1,0,0
"Abdur Razzak","Shafiqullah",9,12,8
"Abdur Razzak","Shoaib Malik",11,16,8.72727272727273
"Abdur Razzak","T van der Gugten",5,8,9.6
"Abdur Razzak","W Barresi",14,6,2.57142857142857
"Abdur Razzak","WTS Porterfield",3,1,2
"Abdur Razzak","Younis Khan",17,25,8.82352941176471
"Abdur Rehman","ADS Fletcher",1,0,0
"Abdur Rehman","AO Suji",4,1,1.5
"Abdur Rehman","BB McCullum",9,13,8.66666666666667
"Abdur Rehman","BJ Haddin",7,9,7.71428571428571
"Abdur Rehman","DJ Hussey",2,1,3
"Abdur Rehman","DM Bravo",6,3,3
"Abdur Rehman","GC Smith",3,2,4
"Abdur Rehman","JP Duminy",2,1,3
"Abdur Rehman","MJ Guptill",5,2,2.4
"Abdur Rehman","MN Samuels",2,0,0
"Abdur Rehman","PD McGlashan",2,1,3
"Abdur Rehman","TM Odoyo",3,2,4
"Absar Khan","Faisal Mubashir",3,5,10
"Abu Hider","CR Brathwaite",1,0,0
"Abu Hider","E Lewis",24,46,11.5
"Abu Hider","Mohammad Shahzad",2,1,3
"Abu Hider","R Mutumbami",5,9,10.8
"Abu Hider","SC Williams",4,1,1.5
"Abu Hider","Sikandar Raza",1,0,0
"Abu Jayed","Mohammad Nabi",1,0,0
"Abu Jayed","NLTC Perera",2,1,3
"Abu Jayed","Samiullah Shenwari",12,24,12
"Abu Jayed","Usman Ghani",8,8,6
"Abul Farhad","Arjun Vinod",3,0,0
"Abul Farhad","Arslan Amjad",9,7,4.66666666666667
"Abul Farhad","D Nikolov",3,3,6
"Abul Farhad","M Vaik",7,2,1.71428571428571
"Abul Farhad","Sathya Narayanan",2,1,3
"Abul Hasan","Imran Nazir",6,10,10
"Abul Hasan","Karim Janat",1,0,0
"Abul Hasan","Mohammad Hafeez",5,3,3.6
"Abul Hasan","Rashid Khan",3,7,14
"Abul Hasan","Shafiqullah",3,12,24
"AC Agar","A Nortje",2,0,0
"AC Agar","AD Hales",4,8,12
"AC Agar","ADS Fletcher",1,0,0
"AC Agar","Afif Hossain",23,32,8.34782608695652
"AC Agar","AL Phehlukwayo",1,0,0
"AC Agar","Asif Ali",9,11,7.33333333333333
"AC Agar","Babar Azam",25,35,8.4
"AC Agar","BKG Mendis",36,29,4.83333333333333
"AC Agar","BOP Fernando",6,1,1
"AC Agar","C de Grandhomme",5,6,7.2
"AC Agar","DA Miller",19,31,9.78947368421053
"AC Agar","DJ Malan",24,28,7
"AC Agar","DM de Silva",5,6,7.2
"AC Agar","DP Conway",28,38,8.14285714285714
"AC Agar","DW Steyn",1,0,0
"AC Agar","F du Plessis",11,11,6
"AC Agar","GD Phillips",9,8,5.33333333333333
"AC Agar","H Masakadza",6,4,4
"AC Agar","Haris Sohail",4,4,6
"AC Agar","HE van der Dussen",9,13,8.66666666666667
"AC Agar","J Liyanage",6,3,3
"AC Agar","JC Buttler",56,78,8.35714285714286
"AC Agar","JDS Neesham",1,0,0
"AC Agar","JM Bairstow",17,19,6.70588235294118
"AC Agar","KA Jamieson",10,10,6
"AC Agar","KIC Asalanka",31,36,6.96774193548387
"AC Agar","KS Williamson",14,20,8.57142857142857
"AC Agar","L Ngidi",2,0,0
"AC Agar","LRPL Taylor",23,21,5.47826086956522
"AC Agar","Mahmudullah",30,21,4.2
"AC Agar","MD Gunathilaka",3,0,0
"AC Agar","MDKJ Perera",26,28,6.46153846153846
"AC Agar","MJ Guptill",40,60,9
"AC Agar","Mohammad Rizwan",14,10,4.28571428571429
"AC Agar","MS Chapman",7,11,9.42857142857143
"AC Agar","P Nissanka",37,37,6
"AC Agar","P Nissanka",37,37,6
"AC Agar","PBB Rajapaksa",5,4,4.8
"AC Agar","PJ van Biljon",12,14,7
"AC Agar","PWH de Silva",19,14,4.42105263157895
"AC Agar","SW Billings",8,15,11.25
"AC Agar","T Banton",6,3,3
"AC Agar","TG Southee",2,1,3
"AC Agar","TK Musakanda",3,2,4
"AC Agar","TL Seifert",19,9,2.84210526315789
"AC Agar","WIA Fernando",14,14,6
"AC Botha","AF Buurman",1,0,0
"AC Botha","DJG Sammy",3,3,6
"AC Botha","EJG Morgan",8,10,7.5
"AC Botha","GP Swann",4,6,9
"AC Botha","KA Pollard",1,0,0
"AC Botha","Mirwais Ashraf",1,1,6
"AC Botha","Noor Ali Zadran",6,8,8
"AC Botha","PJ Ongondo",1,0,0
"AC Botha","Raees Ahmadzai",1,0,0
"AC Botha","RN ten Doeschate",6,10,10
"AC Botha","SO Tikolo",1,0,0
"AC Botha","TM Odoyo",7,3,2.57142857142857
"AC Douglas","A Morris",2,0,0
"AC Douglas","AF Ifill",3,1,2
"AC Douglas","C Wright",3,4,8
"AC Douglas","GG Banner",2,0,0
"AC Douglas","OR Willis",1,0,0
"AC Douglas","Steven Ryan Taylor",9,7,4.66666666666667
"AC Douglas","T Taylor",3,12,24
"AC Douglas","TAW Patterson",11,10,5.45454545454545
"AC Evans","A Vala",13,23,10.6153846153846
"AC Evans","Ahmed Shehzad",11,16,8.72727272727273
"AC Evans","BFW de Leede",9,6,4
"AC Evans","BN Cooper",15,8,3.2
"AC Evans","CR Ervine",14,11,4.71428571428571
"AC Evans","D Cleaver",8,17,12.75
"AC Evans","Faizan Asif",5,10,12
"AC Evans","Fakhar Zaman",8,8,6
"AC Evans","Fayyaz Butt",1,0,0
"AC Evans","GC Wilson",8,21,15.75
"AC Evans","I Kaia",5,7,8.4
"AC Evans","Jatinder Singh",6,1,1
"AC Evans","JJ Atkinson",2,1,3
"AC Evans","JNK Shannon",2,4,12
"AC Evans","Junaid Siddique (2)",5,0,0
"AC Evans","KJ O'Brien",13,18,8.30769230769231
"AC Evans","Manpreet Singh",4,3,4.5
"AC Evans","Mehran Khan",4,6,9
"AC Evans","Mohammad Shahzad (2)",8,3,2.25
"AC Evans","MP O'Dowd",18,14,4.66666666666667
"AC Evans","Naseem Khushi",6,0,0
"AC Evans","Nizakat Khan",2,0,0
"AC Evans","OGL Bascome",4,6,9
"AC Evans","PW Borren",5,10,12
"AC Evans","RE van der Merwe",2,1,3
"AC Evans","Sandeep Goud",5,4,4.8
"AC Evans","SC Getkate",5,13,15.6
"AC Evans","SC Williams",25,28,6.72
"AC Evans","Shoaib Malik",9,8,5.33333333333333
"AC Evans","Sikandar Raza",1,0,0
"AC Evans","Sikander Zulfiqar",4,6,9
"AC Evans","SJ Myburgh",11,10,5.45454545454545
"AC Evans","Suraj Kumar",4,7,10.5
"AC Evans","Tanwir Afzal",1,0,0
"AC Evans","TP Visee",23,23,6
"AC Evans","Umair Ali",5,6,7.2
"AC Evans","V Sibanda",3,0,0
"AC Evans","W Barresi",22,19,5.18181818181818
"AC Evans","Zeeshan Maqsood",4,6,9
"AC Voges","Harbhajan Singh",1,0,0
"AC Voges","S Sreesanth",1,0,0
"ACF Stokes","AM Tribe",8,5,3.75
"ACF Stokes","IA De Silva",1,0,0
"ACF Stokes","JW Jenner",2,1,3
"ACF Stokes","KC D'Souza",3,0,0
"ACF Stokes","M Simpson-Parker",4,2,3
"ACF Stokes","Mudassar Muhammad",6,4,4
"ACF Stokes","NA Greenwood",6,10,10
"ACF Stokes","Noman Amjad",5,9,10.8
"ACF Stokes","P Mishra",2,2,6
"ACF Stokes","Rakibul Hasan",3,5,10
"ACF Stokes","Raza Iqbal",7,3,2.57142857142857
"ACF Stokes","Razmal Shigiwal",4,6,9
"ACF Stokes","V Vijh",1,0,0
"ACF Stokes","VB Chikkannaiah",2,2,6
"ACF Stokes","Waqar Khan",2,1,3
"AD Mascarenhas","Ahmed Shehzad",4,2,3
"AD Mascarenhas","BRM Taylor",12,13,6.5
"AD Mascarenhas","CD McMillan",9,17,11.3333333333333
"AD Mascarenhas","DS Smith",8,12,9
"AD Mascarenhas","G Gambhir",2,1,3
"AD Mascarenhas","JM How",12,18,9
"AD Mascarenhas","JM Kemp",7,5,4.28571428571429
"AD Mascarenhas","S Chanderpaul",4,4,6
"AD Mascarenhas","SB Styris",35,36,6.17142857142857
"AD Mascarenhas","SB Styris",35,36,6.17142857142857
"AD Mascarenhas","T Taibu",2,0,0
"AD Mascarenhas","V Sibanda",3,1,2
"AD Mathews","AB de Villiers",17,18,6.35294117647059
"AD Mathews","AJ Redmond",9,7,4.66666666666667
"AD Mathews","AM Rahane",6,4,4
"AD Mathews","BB McCullum",21,9,2.57142857142857
"AD Mathews","BJ Haddin",4,4,6
"AD Mathews","DA Warner",26,36,8.30769230769231
"AD Mathews","DJ Bravo",16,20,7.5
"AD Mathews","DL Vettori",9,7,4.66666666666667
"AD Mathews","G Gambhir",19,28,8.8421052631579
"AD Mathews","J Charles",12,3,1.5
"AD Mathews","Jahurul Islam",5,9,10.8
"AD Mathews","JJ Roy",15,10,4
"AD Mathews","JM Vince",8,7,5.25
"AD Mathews","Kamran Akmal",13,20,9.23076923076923
"AD Mathews","Khalid Latif",6,0,0
"AD Mathews","LMP Simmons",11,8,4.36363636363636
"AD Mathews","LRPL Taylor",19,27,8.52631578947368
"AD Mathews","MA Carberry",2,0,0
"AD Mathews","MN Samuels",26,17,3.92307692307692
"AD Mathews","Mohammad Mithun",2,0,0
"AD Mathews","Mohammad Shahzad",7,7,6
"AD Mathews","MR Swart",1,0,0
"AD Mathews","Mukhtar Ahmed",4,0,0
"AD Mathews","Mushfiqur Rahim",13,9,4.15384615384615
"AD Mathews","Nasir Jamshed",1,0,0
"AD Mathews","NT Broom",5,4,4.8
"AD Mathews","PW Borren",3,0,0
"AD Mathews","RG Sharma",33,44,8
"AD Mathews","S Chanderpaul",13,12,5.53846153846154
"AD Mathews","Salman Butt",3,0,0
"AD Mathews","Shamsur Rahman",1,0,0
"AD Mathews","Shoaib Malik",29,28,5.79310344827586
"AD Mathews","SR Watson",10,4,2.4
"AD Mathews","Umar Akmal",18,26,8.66666666666667
"AD Mathews","W Barresi",4,1,1.5
"AD Mathews","XM Marshall",1,0,0
"AD Mathews","Yuvraj Singh",5,5,6
"AD Russell","AD Hales",18,29,9.66666666666667
"AD Russell","AD Mathews",16,26,9.75
"AD Russell","AK Markram",10,20,12
"AD Russell","AM Rahane",10,8,4.8
"AD Russell","Ariful Haque",4,3,4.5
"AD Russell","AT Carey",3,1,2
"AD Russell","BR McDermott",4,2,3
"AD Russell","DA Miller",21,28,8
"AD Russell","F du Plessis",21,31,8.85714285714286
"AD Russell","F du Plessis",21,31,8.85714285714286
"AD Russell","HE van der Dussen",23,32,8.34782608695652
"AD Russell","JE Root",19,23,7.26315789473684
"AD Russell","JJ Roy",2,0,0
"AD Russell","KIC Asalanka",9,17,11.3333333333333
"AD Russell","KMDN Kulasekara",2,1,3
"AD Russell","MC Henriques",13,17,7.84615384615385
"AD Russell","MDKJ Perera",15,26,10.4
"AD Russell","Mohammad Hafeez",6,4,4
"AD Russell","Mohammad Nabi",2,0,0
"AD Russell","Mohammad Salman",2,2,6
"AD Russell","MR Marsh",18,36,12
"AD Russell","MS Wade",21,41,11.7142857142857
"AD Russell","Q de Kock",44,81,11.0454545454545
"AD Russell","Saeed Ajmal",6,5,5
"AD Russell","Shafiqullah",3,2,4
"AD Russell","Shakib Al Hasan",15,23,9.2
"AD Russell","Sohag Gazi",6,2,2
"AD Russell","SW Billings",6,4,4
"AD Russell","Tamim Iqbal",27,55,12.2222222222222
"AD Russell","TG Southee",2,1,3
"AD Russell","TT Bresnan",12,20,10
"AD Russell","TT Bresnan",12,20,10
"AD Russell","V Kohli",16,34,12.75
"AD Russell","Ziaur Rahman",2,2,6
"Adil Butt","Ansh Tandon",6,12,12
"ADL Stokoe","M Kyriacou",2,0,0
"ADL Stokoe","MMR Obili",5,1,1.2
"ADL Stokoe","S Austin",3,0,0
"Adnan Idrees","Ahmed Hassan",2,0,0
"Adnan Idrees","Imran Khan (5)",2,0,0
"Adnan Idrees","Iqbal Hussain",2,1,3
"Adnan Idrees","Junaid Aziz",1,0,0
"Adnan Idrees","Mohamed Mahfooz",4,1,1.5
"Adnan Idrees","Muhammad Tanveer",5,11,13.2
"Adnan Idrees","WJ Malinda",4,1,1.5
"Adnan Idrees","Yasim Murtaza",3,1,2
"Adnan Idrees","Zaheer Ibrahim",2,0,0
"AF Ifill","DAP Darrell",3,1,2
"AF Ifill","HR Walsh",3,2,4
"AF Ifill","NS Dhaliwal",18,39,13
"AF Ifill","O Bascome",4,4,6
"AF Ifill","XM Marshall",8,1,0.75
"AF Milne","A Nehra",1,0,0
"AF Milne","Afif Hossain",3,3,6
"AF Milne","Ahmed Shehzad",28,50,10.7142857142857
"AF Milne","Anwar Ali",2,4,12
"AF Milne","Babar Azam",7,9,7.71428571428571
"AF Milne","Fakhar Zaman",6,8,8
"AF Milne","GSNFG Jayasuriya",3,1,2
"AF Milne","H Masakadza",8,5,3.75
"AF Milne","HM Amla",16,15,5.625
"AF Milne","JM Bairstow",1,0,0
"AF Milne","LMP Simmons",4,0,0
"AF Milne","Mahmudullah",2,4,12
"AF Milne","MD Gunathilaka",4,7,10.5
"AF Milne","Mohammad Hafeez",27,35,7.77777777777778
"AF Milne","Mohammad Shahzad",1,0,0
"AF Milne","Nazmul Hossain Shanto",8,5,3.75
"AF Milne","Nurul Hasan",1,0,0
"AF Milne","RR Pant",6,3,3
"AF Milne","RW Chakabva",2,2,6
"AF Milne","Sarfraz Ahmed",21,13,3.71428571428571
"AF Milne","Sarfraz Ahmed",21,13,3.71428571428571
"AF Milne","Shahid Afridi",12,15,7.5
"AF Milne","Sharjeel Khan",8,13,9.75
"AF Milne","Shoaib Malik",10,10,6
"AF Milne","Shoriful Islam",2,6,18
"AF Milne","Soumya Sarkar",12,18,9
"AF Milne","SS Iyer",5,1,1.2
"AF Milne","Umar Akmal",28,32,6.85714285714286
"AF Milne","Wahab Riaz",6,10,10
"Afif Hossain","Asghar Stanikzai",2,0,0
"Afif Hossain","BKG Mendis",5,12,14.4
"Afif Hossain","CR Ervine",1,0,0
"Afif Hossain","Hazratullah",3,0,0
"Afif Hossain","Najibullah Zadran",6,7,7
"Afif Hossain","Q de Kock",2,4,12
"Afif Hossain","R Powell",3,1,2
"Afif Hossain","S Dube",3,1,2
"Afif Hossain","Sikandar Raza",4,7,10.5
"Afif Hossain","WA Young",4,4,6
"Aftab Alam","Amir Ali",2,4,12
"Aftab Alam","EC Joyce",4,4,6
"Aftab Alam","GC Wilson",13,7,3.23076923076923
"Aftab Alam","Jatinder Singh",8,8,6
"Aftab Alam","MM Iqbal",7,6,5.14285714285714
"Aftab Alam","Mohammad Nadeem",5,4,4.8
"Aftab Alam","PR Stirling",17,30,10.5882352941176
"Aftab Alam","SF Mire",8,5,3.75
"Aftab Alam","Simi Singh",7,6,5.14285714285714
"Aftab Hussain","Ahmed Faiz Mohammad Noor",48,50,6.25
"Aftab Hussain","Aminuddin Ramly",9,6,4
"Aftab Hussain","B Bhandari",2,0,0
"Aftab Hussain","G Malla",11,8,4.36363636363636
"Aftab Hussain","K Waiswa",9,6,4
"Aftab Hussain","Khizar Hayat",9,9,6
"Aftab Hussain","N Pathan",4,2,3
"Aftab Hussain","P Sarraf",2,1,3
"Aftab Hussain","R Rohan",1,0,0
"Aftab Hussain","Robert Raina",13,4,1.84615384615385
"Aftab Hussain","S Chandramohan",6,4,4
"Aftab Hussain","Syed Aziz",32,47,8.8125
"Aftab Hussain","Virandeep Singh",27,39,8.66666666666667
"Aftab Kayani","A Halbhavi",1,0,0
"Aftab Kayani","A Kheterpal",6,4,4
"Aftab Kayani","Amar Sharma",6,1,1
"Aftab Kayani","D Nikolov",1,0,0
"Aftab Kayani","LA Dunbar",3,0,0
"Aftab Kayani","M Cope",2,1,3
"Aftab Kayani","S Tosic",10,5,3
"Aftab Kayani","Sulaiman Ali",1,0,0
"Aftab Kayani","VP Thamotharam",8,15,11.25
"AG Cremer","AM Rahane",5,4,4.8
"AG Cremer","Asghar Stanikzai",17,23,8.11764705882353
"AG Cremer","AT Rayudu",7,6,5.14285714285714
"AG Cremer","DJG Sammy",2,0,0
"AG Cremer","DM Bravo",1,0,0
"AG Cremer","GC Smith",6,14,14
"AG Cremer","GD Elliott",4,3,4.5
"AG Cremer","KA Pollard",2,1,3
"AG Cremer","Karim Sadiq",18,11,3.66666666666667
"AG Cremer","KC Sangakkara",7,7,6
"AG Cremer","M Vijay",3,1,2
"AG Cremer","Mahmudullah",22,20,5.45454545454545
"AG Cremer","MK Pandey",28,37,7.92857142857143
"AG Cremer","Mohammad Hafeez",3,1,2
"AG Cremer","Mohammad Shahzad",12,19,9.5
"AG Cremer","Mukhtar Ahmed",14,25,10.7142857142857
"AG Cremer","Mushfiqur Rahim",11,10,5.45454545454545
"AG Cremer","Nasir Hossain",5,7,8.4
"AG Cremer","Sabbir Rahman",37,47,7.62162162162162
"AG Cremer","Shakib Al Hasan",3,2,4
"AG Cremer","Shoaib Malik",22,25,6.81818181818182
"AG Cremer","Soumya Sarkar",13,9,4.15384615384615
"AG Cremer","STR Binny",8,7,5.25
"AG Cremer","STR Binny",8,7,5.25
"AG Cremer","Tamim Iqbal",13,14,6.46153846153846
"AG Cremer","TM Dilshan",4,3,4.5
"AG Cremer","Umar Akmal",16,15,5.625
"AG Cremer","Usman Ghani",7,3,2.57142857142857
"AG Weligamage","Aaftab Alam Khan",4,2,3
"AG Weligamage","B Arora",14,30,12.8571428571429
"AG Weligamage","HS Gericke",3,4,8
"AG Weligamage","KJ Ferrary",8,12,9
"AG Weligamage","S Davizi",12,20,10
"AG Weligamage","Saim Hussain",7,13,11.1428571428571
"AG Weligamage","TC Barker",9,20,13.3333333333333
"Ahmad Khalid Ahmadzai","A Kheterpal",2,1,3
"Ahmad Khalid Ahmadzai","AG Weligamage",3,1,2
"Ahmad Khalid Ahmadzai","IDM Latin",3,1,2
"Ahmad Khalid Ahmadzai","J Jojo",2,4,12
"Ahmad Khalid Ahmadzai","Musa Shaheen",1,0,0
"Ahmad Khalid Ahmadzai","Omar Hayat",3,2,4
"Ahmadullah Shinwari","Awais Ahmed",4,0,0
"Ahmadullah Shinwari","C Rumistrzewicz",1,1,6
"Ahmadullah Shinwari","Faheem Nazir",8,11,8.25
"Ahmadullah Shinwari","G Mckeon",9,14,9.33333333333333
"Ahmadullah Shinwari","IDA Damarell",10,3,1.8
"Ahmadullah Shinwari","K Vislapuu",1,0,0
"Ahmadullah Shinwari","L Canessane",3,1,2
"Ahmadullah Shinwari","Mohammad Kamran",3,4,8
"Ahmed Hassan","GK Ghalley",6,8,8
"Ahmed Hassan","Namgay Thinley",6,1,1
"Ahmed Hassan","T Jamtsho",13,18,8.30769230769231
"Ahmed Hassan","Tenjin Rabgey",2,0,0
"Ahmed Raza","A Balbirnie",17,14,4.94117647058824
"Ahmed Raza","Aamir Kaleem",4,4,6
"Ahmed Raza","Ahsan Abbasi",9,5,3.33333333333333
"Ahmed Raza","AM Oyede",2,0,0
"Ahmed Raza","Amir Ali",5,1,1.2
"Ahmed Raza","Aphsal Ashraf",4,2,3
"Ahmed Raza","Asghar Stanikzai",25,28,6.72
"Ahmed Raza","B Yadav",4,1,1.5
"Ahmed Raza","Bilal Tahir",1,0,0
"Ahmed Raza","BN Cooper",23,23,6
"Ahmed Raza","BN Cooper",23,23,6
"Ahmed Raza","C Bisson",2,1,3
"Ahmed Raza","DS Airee",18,23,7.66666666666667
"Ahmed Raza","Faisal Khan",2,1,3
"Ahmed Raza","G Malla",5,8,9.6
"Ahmed Raza","GJ Delany",10,7,4.2
"Ahmed Raza","Gulbadin Naib",5,3,3.6
"Ahmed Raza","HG Munsey",7,6,5.14285714285714
"Ahmed Raza","Khawar Ali",8,6,4.5
"Ahmed Raza","Khurram Shahzad",4,0,0
"Ahmed Raza","KS Airee",3,2,4
"Ahmed Raza","L Siaka",11,5,2.72727272727273
"Ahmed Raza","Mohammad Shahzad",34,51,9
"Ahmed Raza","MS Chapman",2,1,3
"Ahmed Raza","Muhammad Tanveer",3,0,0
"Ahmed Raza","R Sandaruwan",4,8,12
"Ahmed Raza","S Lamichhane",3,2,4
"Ahmed Raza","Shamsudheen Purat",4,2,3
"Ahmed Raza","Sikandar Raza",2,1,3
"Ahmed Raza","SW Poynter",6,4,4
"Ahmed Raza","Usman Ghani",6,4,4
"Ahmed Wardak","ACF Stokes",1,0,0
"Ahmed Wardak","GP Meade",6,1,1
"Ahmed Wardak","J Jojo",3,2,4
"Ahmed Wardak","Khizer Ahmed",6,5,5
"Ahmed Wardak","LJ Barker",2,1,3
"Ahmed Wardak","NA Maiolo",5,1,1.2
"Ahmed Wardak","Rizwan Mahmood",7,5,4.28571428571429
"Ahmed Wardak","SA Ahmad",6,7,7
"Ahmed Wardak","TCR Kimber",3,1,2
"Ahmed Wardak","W Peatfield",2,1,3
"Ahsan Khan","Abhijeet Ahuja",3,2,4
"Ahsan Khan","Noorkhan Ahmedi",1,0,0
"Ahsan Khan","NR Johns-Wickberg",1,0,0
"Ahsan Khan","RJ Hatchman",1,0,0
"Ahsan Khan","RL Vitas",9,3,2
"Ahsan Khan","Zahir Mohammed",6,4,4
"Ahsan Malik","AA Obanda",5,3,3.6
"Ahsan Malik","AD Poynter",12,7,3.5
"Ahsan Malik","Amjad Javed",2,2,6
"Ahsan Malik","AS Hansra",5,1,1.2
"Ahsan Malik","B Regmi",1,0,0
"Ahsan Malik","BE Hendricks",2,1,3
"Ahsan Malik","DA Miller",4,3,4.5
"Ahsan Malik","DW Steyn",3,5,10
"Ahsan Malik","Faizan Asif",4,1,1.5
"Ahsan Malik","Gulbadin Naib",3,2,4
"Ahsan Malik","H Osinde",4,6,9
"Ahsan Malik","HM Amla",3,6,12
"Ahsan Malik","JA Morkel",4,1,1.5
"Ahsan Malik","Kamran Shazad",2,0,0
"Ahsan Malik","Mahmudullah",6,7,7
"Ahsan Malik","MDKJ Perera",5,9,10.8
"Ahsan Malik","MH Cross",8,14,10.5
"Ahsan Malik","Mirwais Ashraf",1,0,0
"Ahsan Malik","Mohammad Naveed",4,3,4.5
"Ahsan Malik","Mohammad Shahzad",11,12,6.54545454545455
"Ahsan Malik","MW Machan",20,35,10.5
"Ahsan Malik","Najibullah Zadran",9,7,4.66666666666667
"Ahsan Malik","Naseem Khushi",9,10,6.66666666666667
"Ahsan Malik","Nawroz Mangal",5,8,9.6
"Ahsan Malik","Nizakat Khan",4,8,12
"Ahsan Malik","PS Airee",4,4,6
"Ahsan Malik","RD Berrington",7,6,5.14285714285714
"Ahsan Malik","RR Patel",15,14,5.6
"Ahsan Malik","S Vesawkar",11,5,2.72727272727273
"Ahsan Malik","Samiullah Shenwari",12,16,8
"Ahsan Malik","SC Williams",6,7,7
"Ahsan Malik","Shakib Al Hasan",5,6,7.2
"Ahsan Malik","Shapoor Zadran",2,0,0
"Ahsan Malik","Sikandar Raza",7,7,6
"Ahsan Malik","Sompal Kami",7,8,6.85714285714286
"Ahsan Malik","V Shetty",4,1,1.5
"Ahsan Malik","WTS Porterfield",11,20,10.9090909090909
"Aizaz Cheema","KM Jarvis",2,0,0
"Aizaz Cheema","LD Chandimal",10,18,10.8
"Aizaz Cheema","Mahmudullah",1,0,0
"Aizaz Cheema","NLTC Perera",1,0,0
"Aizaz Cheema","RS Bopara",2,1,3
"Aizaz Cheema","RW Price",3,3,6
"Aizaz Cheema","SCJ Broad",6,6,6
"Aizaz Cheema","SL Malinga",2,1,3
"Aizaz Cheema","WU Tharanga",1,0,0
"Aizaz Khan","Aaqib Sulehri",4,5,7.5
"Aizaz Khan","Amir Ali",10,22,13.2
"Aizaz Khan","Anwar Arudin",5,6,7.2
"Aizaz Khan","Asghar Stanikzai",8,3,2.25
"Aizaz Khan","B Regmi",10,1,0.6
"Aizaz Khan","BV Save",3,1,2
"Aizaz Khan","CN Onwuzulike",1,0,0
"Aizaz Khan","CS MacLeod",5,3,3.6
"Aizaz Khan","D Ajekun",4,1,1.5
"Aizaz Khan","G Malla",18,14,4.66666666666667
"Aizaz Khan","GC Wilson",6,8,8
"Aizaz Khan","GJ Thompson",6,6,6
"Aizaz Khan","Gulbadin Naib",1,0,0
"Aizaz Khan","J Miyaji",8,6,4.5
"Aizaz Khan","J Mulder",3,0,0
"Aizaz Khan","Jatinder Singh",34,34,6
"Aizaz Khan","JNK Shannon",2,0,0
"Aizaz Khan","Junaid Siddique (2)",2,0,0
"Aizaz Khan","JW Jenner",4,4,6
