"bowler1","batsman1","balls","runsConceded","ER"
"D Ravu","IA Karim",9,7,4.66666666666667
"D Ravu","Janak Prakash",5,3,3.6
"D Ravu","JS Kundi",3,1,2
"D Ravu","Mahmudullah",5,8,9.6
"D Ravu","MG Erasmus",6,9,9
"D Ravu","MP O'Dowd",11,9,4.90909090909091
"D Ravu","Nurul Hasan",1,0,0
"D Ravu","R Gaznavi",3,1,2
"D Ravu","R Rohan",14,13,5.57142857142857
"D Ravu","RN ten Doeschate",10,13,7.8
"D Ravu","SJ Baard",2,0,0
"D Ravu","TH David",3,3,6
"D Ravu","V Baskaran",9,12,8
"D Suzuki","IK Gamantika",11,6,3.27272727272727
"D Suzuki","Jun Hyunwoo",2,4,12
"D Suzuki","PR Surve",13,8,3.69230769230769
"D Wiese","A Sharafu",3,3,6
"D Wiese","AD Mathews",6,7,7
"D Wiese","AJ Finch",5,5,6
"D Wiese","Babar Azam",12,14,7
"D Wiese","BKG Mendis",4,4,6
"D Wiese","C Munro",1,0,0
"D Wiese","CD Wallace",5,2,2.4
"D Wiese","CH Gayle",2,1,3
"D Wiese","Chirag Suri",7,4,3.42857142857143
"D Wiese","CN Greaves",6,3,3
"D Wiese","CR Brathwaite",6,2,2
"D Wiese","CR Ervine",6,3,3
"D Wiese","D Ramdin",1,0,0
"D Wiese","DA Warner",13,26,12
"D Wiese","DE Budge",1,0,0
"D Wiese","DJ Bravo",8,7,5.25
"D Wiese","DJG Sammy",2,1,3
"D Wiese","GD Elliott",3,4,8
"D Wiese","GH Worker",8,4,3
"D Wiese","GJ Delany",2,0,0
"D Wiese","HT Tector",3,5,10
"D Wiese","J Charles",7,5,4.28571428571429
"D Wiese","J Charles",7,5,4.28571428571429
"D Wiese","JE Root",6,9,9
"D Wiese","KA Pollard",10,15,9
"D Wiese","L Ronchi",8,6,4.5
"D Wiese","Liton Das",6,2,2
"D Wiese","Liton Das",6,2,2
"D Wiese","LM Jongwe",7,8,6.85714285714286
"D Wiese","LMP Simmons",7,5,4.28571428571429
"D Wiese","MDKJ Perera",7,3,2.57142857142857
"D Wiese","MJ Guptill",17,24,8.47058823529412
"D Wiese","MN Samuels",38,50,7.89473684210526
"D Wiese","NJ Maddinson",4,4,6
"D Wiese","PJ Cummins",3,0,0
"D Wiese","PVD Chameera",6,2,2
"D Wiese","R Mutumbami",7,11,9.42857142857143
"D Wiese","RD Berrington",7,8,6.85714285714286
"D Wiese","RE van der Merwe",1,0,0
"D Wiese","RW Chakabva",11,11,6
"D Wiese","SA Edwards",5,11,13.2
"D Wiese","Shakib Al Hasan",3,3,6
"D Wiese","Sikandar Raza",14,15,6.42857142857143
"D Wiese","Simi Singh",3,4,8
"D Wiese","SPD Smith",14,6,2.57142857142857
"D Wiese","T Munyonga",15,9,3.6
"D Wotu","A Parima",3,2,4
"D Wotu","JD Baker",11,6,3.27272727272727
"D Wotu","L Denny",4,10,15
"D Wotu","S Sola",10,5,3
"D Wotu","T Kaisala",8,13,9.75
"D Wotu","TS Waqavakatoga",5,3,3.6
"DA Blignaut","Abdullah Akbarjan",4,1,1.5
"DA Blignaut","AM Tribe",1,0,0
"DA Blignaut","Anique Uddin",4,4,6
"DA Blignaut","Awais Ahmed",5,5,6
"DA Blignaut","Baljit Singh",1,0,0
"DA Blignaut","BBJL Perera",8,7,5.25
"DA Blignaut","DG Blampied",5,7,8.4
"DA Blignaut","Hamza Dar",14,8,3.42857142857143
"DA Blignaut","Iqbal Hossain",3,1,2
"DA Blignaut","J Perman",14,7,3
"DA Blignaut","Jaspreet Singh",1,0,0
"DA Blignaut","L Karlsson",6,6,6
"DA Blignaut","M Simpson-Parker",3,0,0
"DA Blignaut","MGSM Fernando",2,4,12
"DA Blignaut","Mobashar Ashraf",1,0,0
"DA Blignaut","NS Dhaliwal",2,4,12
"DA Blignaut","R Panchal",6,6,6
"DA Blignaut","Razmal Shigiwal",7,7,6
"DA Blignaut","Surya Anand",2,1,3
"DA Blignaut","Yasir Ali",6,4,4
"DA Blignaut","Zaker Taqawi",1,0,0
"DAJ Bracewell","AD Russell",6,6,6
"DAJ Bracewell","CB Mpofu",1,0,0
"DAJ Bracewell","DA Miller",13,27,12.4615384615385
"DAJ Bracewell","DR Smith",6,4,4
"DAJ Bracewell","E Chigumbura",23,37,9.65217391304348
"DAJ Bracewell","F Behardien",3,5,10
"DAJ Bracewell","F du Plessis",11,20,10.9090909090909
"DAJ Bracewell","H Masakadza",14,30,12.8571428571429
"DAJ Bracewell","HM Amla",11,12,6.54545454545455
"DAJ Bracewell","J Charles",9,15,10
"DAJ Bracewell","JN Mohammed",2,1,3
"DAJ Bracewell","KA Pollard",13,28,12.9230769230769
"DAJ Bracewell","KM Jarvis",1,0,0
"DAJ Bracewell","LJ Wright",1,0,0
"DAJ Bracewell","MN van Wyk",7,2,1.71428571428571
"DAJ Bracewell","N Dickwella",1,0,0
"DAJ Bracewell","P Utseya",1,2,12
"DAJ Bracewell","RJ Peterson",5,3,3.6
"DAJ Bracewell","RW Price",1,0,0
"DAJ Bracewell","SD Hope",5,3,3.6
"Danish Aziz","TS Kamunhukamwe",2,2,6
"Danish Aziz","W Madhevere",4,4,6
"DAS Gunaratne","AJ Finch",3,8,16
"DAS Gunaratne","BR Dunk",5,5,6
"DAS Gunaratne","DA Miller",14,10,4.28571428571429
"DAS Gunaratne","Mushfiqur Rahim",5,6,7.2
"DAS Gunaratne","Soumya Sarkar",1,0,0
"Dawlat Ahmadzai","G Gambhir",4,3,4.5
"Dawlat Zadran","Aamir Kaleem",7,4,3.42857142857143
"Dawlat Zadran","Aizaz Khan",3,2,4
"Dawlat Zadran","Amjad Javed",4,8,12
"Dawlat Zadran","CJ Chibhabha",16,11,4.125
"Dawlat Zadran","CR Ervine",3,4,8
"Dawlat Zadran","CS MacLeod",6,4,4
"Dawlat Zadran","DA Miller",3,10,20
"Dawlat Zadran","DT Tiripano",3,2,4
"Dawlat Zadran","E Chigumbura",7,7,6
"Dawlat Zadran","GC Wilson",6,4,4
"Dawlat Zadran","Ghulam Shabber",1,0,0
"Dawlat Zadran","H Masakadza",30,49,9.8
"Dawlat Zadran","JM Bairstow",3,5,10
"Dawlat Zadran","KJ O'Brien",4,4,6
"Dawlat Zadran","L Siaka",5,2,2.4
"Dawlat Zadran","LM Jongwe",5,11,13.2
"Dawlat Zadran","MJG Rippon",6,6,6
"Dawlat Zadran","MS Chapman",19,28,8.8421052631579
"Dawlat Zadran","NR Kumar",5,6,7.2
"Dawlat Zadran","PJ Moor",4,2,3
"Dawlat Zadran","PR Stirling",18,27,9
"Dawlat Zadran","R Gunasekera",5,11,13.2
"Dawlat Zadran","RML Taylor",4,2,3
"Dawlat Zadran","Rohan Mustafa",9,12,8
"Dawlat Zadran","Sagar Pun",5,6,7.2
"Dawlat Zadran","SC Williams",13,7,3.23076923076923
"Dawlat Zadran","Shaiman Anwar",15,31,12.4
"Dawlat Zadran","SJ Myburgh",16,16,6
"Dawlat Zadran","SM Sharif",2,0,0
"Dawlat Zadran","T van der Gugten",2,1,3
"Dawlat Zadran","Tanveer Ahmed",1,0,0
"Dawlat Zadran","Tanwir Afzal",8,12,9
"Dawlat Zadran","Umar Akmal",2,6,18
"Dawlat Zadran","V Kohli",7,3,2.57142857142857
"Dawlat Zadran","WP Masakadza",4,5,7.5
"Dawlat Zadran","WTS Porterfield",10,16,9.6
"Dawlat Zadran","Zeeshan Maqsood",19,30,9.47368421052632
"Dawlat Zadran","Zeeshan Siddiqui",12,9,4.5
"Dawood Ahmadzai","A Andrews",1,0,0
"Dawood Ahmadzai","Bilal Safdar",4,2,3
"Dawood Ahmadzai","Raza Iqbal",5,3,3.6
"Dawood Ahmadzai","S Davizi",10,8,4.8
"Dawood Ahmadzai","Sher Sahak",8,4,3
"Dawood Ahmadzai","Talha Khan",10,13,7.8
"Dawood Ahmadzai","Wahidullah Sahak",11,14,7.63636363636364
"DB Loic","F Damiao Couana",3,3,6
"DB Loic","FE Carava",2,1,3
"DB Loic","JJ Huo",4,2,3
"DBL Powell","AN Cook",9,6,4
"DBL Powell","HH Gibbs",17,13,4.58823529411765
"DC Delany","DDP D'Silva",8,8,6
"DC Delany","Jatinder Singh",2,1,3
"DC Delany","JE Dunford",1,0,0
"DC Delany","NA Greenwood",6,8,8
"DC Delany","RD Berrington",6,11,11
"DC Delany","Rizwan Cheema",1,0,0
"DC Delany","Rohan Mustafa",1,0,0
"DC Delany","Waqas Barkat",2,1,3
"DC Drakes","Haider Ali",17,26,9.17647058823529
"DC Drakes","Ishan Kishan",4,3,4.5
"DC Drakes","KS Williamson",2,0,0
"DC Drakes","Mohammad Rizwan",24,33,8.25
"DC Drakes","RG Sharma",6,6,6
"DC Drakes","SA Yadav",18,34,11.3333333333333
"DC Smith","A Mansale",5,5,6
"DC Smith","Aasif Sheikh",1,0,0
"DC Smith","Imran Anwar",1,0,0
"DC Smith","N Vanua",4,2,3
"DC Smith","Sikder Billah",5,5,6
"DC Stovell","Garret Banner",10,18,10.8
"DC Stovell","GM Strydom",4,7,10.5
"DC Stovell","LHB Harrington-Myers",6,7,7
"DC Stovell","Manpreet Singh",3,1,2
"DC Stovell","OJ Hairs",1,0,0
"DC Stovell","YSD Seneveratne",4,1,1.5
"DE Bernard","Naeem Islam",5,6,7.2
"DE Bollinger","Ahmed Shehzad",2,0,0
"DE Bollinger","AM Rahane",4,5,7.5
"DE Bollinger","CA Ingram",9,8,5.33333333333333
"DE Bollinger","GC Smith",12,8,4
"DE Bollinger","HM Amla",8,6,4.5
"DE Bollinger","LMP Simmons",7,8,6.85714285714286
"DE Bollinger","Q de Kock",12,12,6
"DE Bollinger","RR Hendricks",22,17,4.63636363636364
"DE Bollinger","Shakib Al Hasan",13,21,9.69230769230769
"DE Budge","CG Williams",8,18,13.5
"DE Martel","Walid Ghauri",9,3,2
"DE Martel","Yasir Ali",7,9,7.71428571428571
"DE Roache","DS Maraiwai",6,7,7
"DE Roache","N Acawei",1,0,0
"DE Roache","TS Waqavakatoga",1,0,0
"Delawar Khan","C Bisson",3,6,12
"Delawar Khan","GP Meade",10,4,2.4
"Delawar Khan","J Butler",4,3,4.5
"Delawar Khan","J Grassi",3,2,4
"Delawar Khan","L Karlsson",1,0,0
"Delawar Khan","OE Newey",6,7,7
"Delawar Khan","R Gowthaman",1,0,0
"Delawar Khan","R Pillai",3,1,2
"DF Jacobs","Hassan Rasheed",3,1,2
"DF Jacobs","Mohamed Rishwan",5,1,1.2
"DF Jacobs","Shafraz Jaleel",1,0,0
"DF Jacobs","Umar Adam",4,2,3
"DG Blampied","A Balbirnie",5,1,1.2
"DG Blampied","AA Onikoyi",4,2,3
"DG Blampied","Aamir Kaleem",3,0,0
"DG Blampied","Aaron Jones",1,0,0
"DG Blampied","Abdul-Shakoor Rahimzei",1,0,0
"DG Blampied","Abdullah Sheikh",2,2,6
"DG Blampied","Aqib Ilyas",2,4,12
"DG Blampied","Baljit Singh",2,0,0
"DG Blampied","CN Onwuzulike",1,0,0
"DG Blampied","Faisal Mubashir",8,4,3
"DG Blampied","GP Meade",10,8,4.8
"DG Blampied","H Singh",6,9,9
"DG Blampied","J Grassi",4,7,10.5
"DG Blampied","K Waiswa",2,4,12
"DG Blampied","Khawar Ali",1,0,0
"DG Blampied","Manpreet Singh",11,7,3.81818181818182
"DG Blampied","MD Patel",2,1,3
"DG Blampied","P Bhart",4,0,0
"DG Blampied","Rakibul Hasan",1,0,0
"DG Blampied","S Chandramohan",5,8,9.6
"DG Blampied","S Waqas Ahmed",2,0,0
"DG Blampied","Sandeep Goud",3,3,6
"DG Blampied","SC Williams",1,0,0
"DG Blampied","Sultan Ahmed (2)",3,1,2
"Dharmendra Manani","K Mendon",2,2,6
"Dharmendra Manani","Naveed Ahmed",3,2,4
"DI Allan","A Bagai",4,7,10.5
"DI Allan","Hamza Tariq",3,7,14
"DI Allan","Mirwais Ashraf",1,0,0
"DI Allan","Shafiqullah",3,1,2
"DJ Bravo","A Nehra",2,0,0
"DJ Bravo","AB de Villiers",5,4,4.8
"DJ Bravo","AD Hales",21,28,8
"DJ Bravo","AD Mathews",32,45,8.4375
"DJ Bravo","AJ Turner",5,4,4.8
"DJ Bravo","AK Markram",25,19,4.56
"DJ Bravo","BA Stokes",4,6,9
"DJ Bravo","BKG Mendis",2,0,0
"DJ Bravo","CA Young",2,1,3
"DJ Bravo","CH Morris",8,4,3
"DJ Bravo","CJ McKay",3,1,2
"DJ Bravo","CL Cairns",7,1,0.857142857142857
"DJ Bravo","CR Ervine",11,14,7.63636363636364
"DJ Bravo","CT Mutombodzi",5,2,2.4
"DJ Bravo","D Wiese",9,16,10.6666666666667
"DJ Bravo","DA Miller",33,35,6.36363636363636
"DJ Bravo","DA Warner",35,46,7.88571428571429
"DJ Bravo","DAJ Bracewell",4,8,12
"DJ Bravo","DJ Hussey",10,15,9
"DJ Bravo","DT Christian",2,1,3
"DJ Bravo","DT Johnston",2,0,0
"DJ Bravo","EJG Morgan",23,34,8.8695652173913
"DJ Bravo","Fakhar Zaman",3,3,6
"DJ Bravo","G Gambhir",1,0,0
"DJ Bravo","GC Wilson",22,19,5.18181818181818
"DJ Bravo","GF Linde",5,0,0
"DJ Bravo","GJ Bailey",13,17,7.84615384615385
"DJ Bravo","GJ Delany",11,6,3.27272727272727
"DJ Bravo","GSNFG Jayasuriya",9,10,6.66666666666667
"DJ Bravo","HE van der Dussen",35,40,6.85714285714286
"DJ Bravo","HMRKB Herath",2,1,3
"DJ Bravo","I Udana",1,0,0
"DJ Bravo","IK Pathan",1,0,0
"DJ Bravo","J Little",3,1,2
"DJ Bravo","JC Buttler",19,32,10.1052631578947
"DJ Bravo","JL Ontong",5,6,7.2
"DJ Bravo","KC Sangakkara",13,19,8.76923076923077
"DJ Bravo","KJ Abbott",2,2,6
"DJ Bravo","KJ O'Brien",14,11,4.71428571428571
"DJ Bravo","KMDN Kulasekara",6,4,4
"DJ Bravo","KNA Bandara",21,28,8
"DJ Bravo","L Ngidi",2,0,0
"DJ Bravo","LD Chandimal",20,26,7.8
"DJ Bravo","LE Plunkett",3,4,8
"DJ Bravo","Liton Das",16,22,8.25
"DJ Bravo","MA Starc",8,7,5.25
"DJ Bravo","MC Henriques",7,9,7.71428571428571
"DJ Bravo","MC Sorensen",5,2,2.4
"DJ Bravo","MD Gunathilaka",5,2,2.4
"DJ Bravo","MM Ali",4,7,10.5
"DJ Bravo","MN Waller",3,2,4
"DJ Bravo","Mohammad Hafeez",3,3,6
"DJ Bravo","MS Dhoni",20,29,8.7
"DJ Bravo","NL McCullum",5,6,7.2
"DJ Bravo","NLTC Perera",15,17,6.8
"DJ Bravo","OA Shah",15,11,4.4
"DJ Bravo","P Nissanka",14,13,5.57142857142857
"DJ Bravo","P Utseya",2,1,3
"DJ Bravo","PD Collingwood",13,20,9.23076923076923
"DJ Bravo","PR Stirling",9,19,12.6666666666667
"DJ Bravo","PVD Chameera",3,3,6
"DJ Bravo","PWH de Silva",22,31,8.45454545454546
"DJ Bravo","Q de Kock",35,42,7.2
"DJ Bravo","RJ Nicol",1,0,0
"DJ Bravo","RS Bopara",23,34,8.8695652173913
"DJ Bravo","SB Styris",8,13,9.75
"DJ Bravo","SCJ Broad",8,4,3
"DJ Bravo","Shadab Khan",4,5,7.5
"DJ Bravo","Shoaib Malik",17,19,6.70588235294118
"DJ Bravo","SM Davies",6,9,9
"DJ Bravo","SMSM Senanayake",1,0,0
"DJ Bravo","ST Jayasuriya",10,11,6.6
"DJ Bravo","T Shamsi",2,0,0
"DJ Bravo","TT Bresnan",11,19,10.3636363636364
"DJ Bravo","V Kohli",25,47,11.28
"DJ Bravo","YK Pathan",9,14,9.33333333333333
"DJ Hawoe","Alam Nakash",3,2,4
"DJ Hawoe","AN Hyobeom",8,3,2.25
"DJ Hawoe","D Suzuki",1,0,0
"DJ Hawoe","KK Dobell",3,2,4
"DJ Hawoe","M Taniyama",1,0,0
"DJ Hawoe","Mudassir Iqbal",7,1,0.857142857142857
"DJ Hawoe","Raja Shoaib",3,2,4
"DJ Hawoe","S Kimura",7,4,3.42857142857143
"DJ Hooda","Rashid Khan",1,0,0
"DJ Hussey","DW Steyn",2,1,3
"DJ Hussey","G Gambhir",7,6,5.14285714285714
"DJ Hussey","GC Smith",7,11,9.42857142857143
"DJ Hussey","HM Amla",6,7,7
"DJ Hussey","JE Taylor",1,0,0
"DJ Hussey","JP Duminy",46,50,6.52173913043478
"DJ Hussey","Mohammad Amir",11,15,8.18181818181818
"DJ Hussey","Mohammad Amir",11,15,8.18181818181818
"DJ Hussey","MS Dhoni",15,4,1.6
"DJ Hussey","Mushfiqur Rahim",4,0,0
"DJ Hussey","MV Boucher",15,14,5.6
"DJ Hussey","Naeem Islam",4,6,9
"DJ Hussey","PD Collingwood",3,2,4
"DJ Hussey","RG Sharma",1,0,0
"DJ Hussey","RR Sarwan",1,0,0
"DJ Hussey","Salman Butt",6,3,3
"DJ Hussey","Salman Butt",6,3,3
"DJ Hussey","Shahid Afridi",1,0,0
"DJ Hussey","Shahzaib Hasan",4,0,0
"DJ Hussey","VB van Jaarsveld",9,3,2
"DJ Malan","MJ Guptill",6,19,19
"DJ Mitchell","AU Rashid",1,0,0
"DJ Mitchell","GJ Delany",2,1,3
"DJ Mitchell","MS Dhoni",4,2,3
"DJ Mitchell","RG Sharma",5,4,4.8
"DJ Mitchell","V Shankar",3,7,14
"DJ Mitchell","VR Iyer",3,5,10
"DJ Mitchell","YS Chahal",2,2,6
"DJ Turkich","A Manousis",1,0,0
"DJ Turkich","AJ Mosca",9,13,8.66666666666667
"DJ Turkich","AK Mohan",11,4,2.18181818181818
"DJ Turkich","Baljit Singh",7,6,5.14285714285714
"DJ Turkich","G Fatouros",12,4,2
"DJ Turkich","JOP Scamans",2,0,0
"DJ Turkich","Ziaur Rehman",3,1,2
"DJ Willey","AD Mathews",5,3,3.6
"DJ Willey","AD Russell",2,1,3
"DJ Willey","Ahmed Shehzad",17,25,8.82352941176471
"DJ Willey","Ahmed Shehzad",17,25,8.82352941176471
"DJ Willey","AJ Finch",17,34,12
"DJ Willey","AJ Tye",6,9,9
"DJ Willey","Asif Ali",5,1,1.2
"DJ Willey","Babar Azam",70,109,9.34285714285714
"DJ Willey","BKG Mendis",10,8,4.8
"DJ Willey","CA Lynn",11,15,8.18181818181818
"DJ Willey","CH Gayle",28,54,11.5714285714286
"DJ Willey","DA Miller",10,18,10.8
"DJ Willey","DA Warner",15,12,4.8
"DJ Willey","DJG Sammy",3,3,6
"DJ Willey","DM Bravo",5,4,4.8
"DJ Willey","F du Plessis",2,2,6
"DJ Willey","Gulbadin Naib",5,0,0
"DJ Willey","I Udana",6,3,3
"DJ Willey","Iftikhar Ahmed",15,17,6.8
"DJ Willey","J Charles",10,3,1.8
"DJ Willey","JD Campbell",8,1,0.75
"DJ Willey","JT Smuts",8,5,3.75
"DJ Willey","KD Karthik",7,9,7.71428571428571
"DJ Willey","LMP Simmons",1,0,0
"DJ Willey","MD Gunathilaka",5,6,7.2
"DJ Willey","MJ Guptill",27,32,7.11111111111111
"DJ Willey","MJ McClenaghan",1,0,0
"DJ Willey","Mohammad Shahzad",3,4,8
"DJ Willey","Mohammad Wasim",1,0,0
"DJ Willey","NL McCullum",2,1,3
"DJ Willey","Q de Kock",13,21,9.69230769230769
"DJ Willey","Rafatullah Mohmand",3,1,2
"DJ Willey","S Dhawan",10,10,6
"DJ Willey","SD Hope",10,11,6.6
"DJ Willey","Shahid Afridi",6,10,10
"DJ Willey","Shan Masood",18,15,5
"DJ Willey","SO Hetmyer",8,8,6
"DJ Willey","SPD Smith",9,18,12
"DJ Willey","T Stubbs",4,8,12
"DJ Willey","TAM Siriwardana",6,6,6
"DJ Willey","TM Dilshan",2,2,6
"DJ Willey","TM Head",5,4,4.8
"DJ Willey","V Kohli",16,24,9
"DJG Sammy","AB de Villiers",5,3,3.6
"DJG Sammy","AD Mascarenhas",4,2,3
"DJG Sammy","AD Mathews",4,0,0
"DJG Sammy","AD Poynter",13,12,5.53846153846154
"DJG Sammy","Ahmed Shehzad",38,34,5.36842105263158
"DJG Sammy","AJ Finch",1,0,0
"DJG Sammy","AJ Strauss",12,7,3.5
"DJG Sammy","BB McCullum",7,6,5.14285714285714
"DJG Sammy","BJ Haddin",7,14,12
"DJG Sammy","CJ Anderson",7,9,7.71428571428571
"DJG Sammy","E Chigumbura",7,11,9.42857142857143
"DJG Sammy","GA Lamb",2,1,3
"DJG Sammy","GH Bodi",4,1,1.5
"DJG Sammy","GH Dockrell",3,0,0
"DJG Sammy","GP Swann",2,0,0
"DJG Sammy","Gulbadin Naib",2,1,3
"DJG Sammy","H Masakadza",15,17,6.8
"DJG Sammy","HDRL Thirimanne",2,0,0
"DJG Sammy","IJL Trott",2,1,3
"DJG Sammy","JL Ontong",7,9,7.71428571428571
"DJG Sammy","JP Duminy",11,13,7.09090909090909
"DJG Sammy","Junaid Siddique",3,0,0
"DJG Sammy","KJ O'Brien",3,2,4
"DJG Sammy","KP Pietersen",18,23,7.66666666666667
"DJG Sammy","KS Williamson",14,20,8.57142857142857
"DJG Sammy","M Vijay",7,3,2.57142857142857
"DJG Sammy","Mehrab Hossain jnr",3,1,2
"DJG Sammy","MG Johnson",1,0,0
"DJG Sammy","MJ Guptill",8,8,6
"DJG Sammy","Mohammad Ashraful",5,6,7.2
"DJG Sammy","Mohammad Hafeez",3,2,4
"DJG Sammy","Naeem Islam",5,9,10.8
"DJG Sammy","P Utseya",2,1,3
"DJG Sammy","PA Patel",8,8,6
"DJG Sammy","PD Collingwood",29,36,7.44827586206897
"DJG Sammy","PR Stirling",7,11,9.42857142857143
"DJG Sammy","S Dhawan",3,2,4
"DJG Sammy","SK Raina",5,3,3.6
"DJG Sammy","SR Patel",1,0,0
"DJG Sammy","SR Thompson",5,2,2.4
"DJG Sammy","SW Masakadza",2,0,0
"DJG Sammy","Umar Amin",7,6,5.14285714285714
"DJG Sammy","V Kohli",10,5,3
"DJG Sammy","WB Rankin",3,0,0
"DJM Short","Babar Azam",27,31,6.88888888888889
"DJM Short","Mohammad Hafeez",13,15,6.92307692307692
"DJM Short","RR Pant",8,2,1.5
"DK Anefie","D Kansonkho",6,1,1
"DK Anefie","D Kansonkho",6,1,1
"DK Anefie","GM Ntambalika",6,2,2
"DK Anefie","M Abdulla",4,3,4.5
"DK Anefie","Riazat Ali Shah",14,14,6
"DK Anefie","Sameer Patel",2,0,0
"DK Anefie","SR Rocket",4,4,6
"DK Anefie","T Rajiv",4,1,1.5
"DK Anefie","T Tshose",8,14,10.5
"DK Anefie","V Mbazo",1,0,0
"DK Pallekonda","Anoop Orsu",1,0,0
"DK Pallekonda","SKS Gill",2,1,3
"DKD Warnakulasuriya","CP Turkich",3,1,2
"DKD Warnakulasuriya","Hamza Dar",7,7,6
"DKD Warnakulasuriya","LA Burns",2,4,12
"DKD Warnakulasuriya","Mohammad Kamran",12,20,10
"DKD Warnakulasuriya","Musa Shaheen",1,0,0
"DKD Warnakulasuriya","Sapan Mehta",7,6,5.14285714285714
"DKD Warnakulasuriya","Talha Khan",4,4,6
"DKD Warnakulasuriya","Yasir Ali",11,9,4.90909090909091
"DL Brangman","P Manning",8,11,8.25
"DL Chahar","AJ Hosein",3,7,14
"DL Chahar","Aminul Islam Biplob",3,2,4
"DL Chahar","E Lewis",16,30,11.25
"DL Chahar","JJ Roy",4,8,12
"DL Chahar","K Pierre",3,0,0
"DL Chahar","KIC Asalanka",2,1,3
"DL Chahar","KR Mayers",17,17,6
"DL Chahar","LH Ferguson",1,0,0
"DL Chahar","Liton Das",10,15,9
"DL Chahar","LMP Simmons",15,13,5.2
"DL Chahar","Mahmudullah",6,9,9
"DL Chahar","MJ Guptill",15,36,14.4
"DL Chahar","MJ Santner",4,3,4.5
"DL Chahar","Mohammad Mithun",6,1,1
"DL Chahar","Mustafizur Rahman",1,0,0
"DL Chahar","N Pooran",22,34,9.27272727272727
"DL Chahar","PWH de Silva",2,0,0
"DL Chahar","RR Hendricks",17,16,5.64705882352941
"DL Chahar","SD Hope",4,8,12
"DL Chahar","Shafiul Islam",5,3,3.6
"DL Chahar","SO Hetmyer",6,3,3
"DL Chahar","Soumya Sarkar",5,3,3.6
"DL Chahar","SP Narine",4,2,3
"DL Chahar","T Bavuma",17,0,0
"DL Chahar","T Stubbs",5,3,3.6
"DL Maddy","CD McMillan",2,0,0
"DL Maddy","G Gambhir",8,15,11.25
"DL Maddy","JDP Oram",2,4,12
"DL Vettori","AA Obanda",5,1,1.2
"DL Vettori","Abdul Razzaq",14,19,8.14285714285714
"DL Vettori","Ahmed Shehzad",8,8,6
"DL Vettori","AM Blignaut",1,0,0
"DL Vettori","C Kieswetter",3,1,2
"DL Vettori","CO Obuya",6,3,3
"DL Vettori","DJ Hussey",25,19,4.56
"DL Vettori","G Gambhir",7,8,6.85714285714286
"DL Vettori","IK Pathan",10,4,2.4
"DL Vettori","JP Duminy",5,8,9.6
"DL Vettori","KA Pollard",8,1,0.75
"DL Vettori","KC Sangakkara",50,57,6.84
"DL Vettori","KD Karthik",5,6,7.2
"DL Vettori","KP Pietersen",17,16,5.64705882352941
"DL Vettori","MJ Clarke",22,17,4.63636363636364
"DL Vettori","MJ Lumb",7,10,8.57142857142857
"DL Vettori","Mohammad Ashraful",3,1,2
"DL Vettori","Mushfiqur Rahim",1,0,0
"DL Vettori","Nasir Jamshed",8,6,4.5
"DL Vettori","OA Shah",6,7,7
"DL Vettori","RJMGM Rupasinghe",13,5,2.30769230769231
"DL Vettori","RR Sarwan",15,10,4
"DL Vettori","RV Uthappa",1,0,0
"DL Vettori","RW Price",1,0,0
"DL Vettori","S Chanderpaul",3,2,4
"DL Vettori","SE Findlay",12,15,7.5
"DL Vettori","Shahadat Hossain",2,0,0
"DL Vettori","Shoaib Malik",4,2,3
"DL Vettori","SR Watson",4,0,0
"DL Vettori","ST Jayasuriya",9,10,6.66666666666667
"DL Vettori","TM Dilshan",28,25,5.35714285714286
"DL Vettori","VS Solanki",3,1,2
"DL Vettori","WU Tharanga",3,2,4
"DL Vettori","XM Marshall",1,0,0
"DL Vettori","YK Pathan",4,1,1.5
"DL Vettori","Younis Khan",9,4,2.66666666666667
"DL Vettori","Yuvraj Singh",19,29,9.1578947368421
"DLS van Bunge","H Patel",3,1,2
"DM de Silva","AL Phehlukwayo",3,4,8
"DM de Silva","DA Miller",4,2,3
"DM de Silva","DP Conway",1,0,0
"DM de Silva","HC Brook",2,1,3
"DM de Silva","HM Amla",3,0,0
"DM de Silva","JP Duminy",6,7,7
"DM de Silva","Khushdil Shah",4,3,4.5
"DM de Silva","MM Ali",4,4,6
"DM de Silva","MR Marsh",5,3,3.6
"DM de Silva","Najibullah Zadran",3,5,10
"DM de Silva","PR Stirling",2,4,12
"DM de Silva","Q de Kock",25,32,7.68
"DM de Silva","Q de Kock",25,32,7.68
"DM Nakrani","A Rangaswamy",4,0,0
"DM Nakrani","A Rangaswamy",4,0,0
"DM Nakrani","A Shukla",1,0,0
"DM Nakrani","AAA Patel",4,0,0
"DM Nakrani","AJ Ayannaike",9,4,2.66666666666667
"DM Nakrani","B Ward",2,0,0
"DM Nakrani","Bosco Tuyizere",5,1,1.2
"DM Nakrani","C Forbes",7,3,2.57142857142857
"DM Nakrani","CG Williams",14,22,9.42857142857143
"DM Nakrani","CN Onwuzulike",6,6,6
"DM Nakrani","CO Obuya",14,9,3.85714285714286
"DM Nakrani","DG Blampied",6,1,1
"DM Nakrani","DK Anefie",4,2,3
"DM Nakrani","E Ochieng",3,0,0
"DM Nakrani","E Sebareme",3,3,6
"DM Nakrani","GM Ntambalika",5,7,8.4
"DM Nakrani","HL Harji",3,0,0
