"batsman1","bowler1","ballsFaced","fours","sixes"
"D Nath","Syed Aziz",2,0,0
"D Ndikubwimana","Amoluk Singh",11,0,0
"D Ndikubwimana","DK Anefie",5,0,0
"D Ndikubwimana","G Bakiweyem",4,0,0
"D Ndikubwimana","JF Chester",3,1,0
"D Ndikubwimana","KS Bagabena",2,0,0
"D Ndikubwimana","M Jele",7,0,0
"D Ndikubwimana","M Magagula",12,0,0
"D Ndikubwimana","MK Anafie",4,0,0
"D Ndikubwimana","OH Agbomadzie",5,0,0
"D Ndikubwimana","TG Thamae",3,1,0
"D Ndikubwimana","Umair Qasim",2,1,0
"D Nikolov","Abul Farhad",3,0,0
"D Nikolov","Amar Sharma",4,1,0
"D Nikolov","B George",2,0,0
"D Nikolov","Ijaz Hussain",3,0,0
"D Nikolov","L Gharasim",4,0,0
"D Nikolov","P Masih",3,0,0
"D Nikolov","S Vashisht",1,0,0
"D Nikolov","Taranjeet Singh",4,0,0
"D Nikolov","VP Thamotharam",10,0,0
"D Nikolov","Washeem Abbas",1,0,0
"D Padikkal","A Dananjaya",6,0,0
"D Padikkal","C Karunaratne",4,1,0
"D Padikkal","DM de Silva",6,0,1
"D Padikkal","MD Shanaka",3,0,0
"D Padikkal","PVD Chameera",7,0,0
"D Padikkal","PWH de Silva",4,1,0
"D Padikkal","RTM Mendis",8,0,0
"D Paterson","B Kumar",1,0,0
"D Pretorius","A Dananjaya",14,2,2
"D Pretorius","A Zampa",5,0,0
"D Pretorius","AC Agar",3,0,0
"D Pretorius","AR Patel",5,0,1
"D Pretorius","B Kumar",9,2,0
"D Pretorius","CJ Jordan",10,2,0
"D Pretorius","DL Chahar",1,0,0
"D Pretorius","Faheem Ashraf",3,0,1
"D Pretorius","Haris Rauf",3,1,0
"D Pretorius","HH Pandya",8,0,3
"D Pretorius","HV Patel",5,1,0
"D Pretorius","I Udana",7,1,0
"D Pretorius","J Little",5,2,0
"D Pretorius","JDF Vandersay",9,0,1
"D Pretorius","MA Wood",2,0,0
"D Pretorius","MD Shanaka",1,0,0
"D Pretorius","MR Adair",11,3,2
"D Pretorius","NA Saini",4,0,1
"D Pretorius","PJ Cummins",4,0,1
"D Pretorius","PVD Chameera",6,1,0
"D Pretorius","RAS Lakmal",7,3,0
"D Pretorius","SL Malinga",5,1,0
"D Pretorius","TK Curran",10,2,1
"D Pretorius","Usman Qadir",4,0,0
"D Pretorius","YS Chahal",12,1,1
"D Pretorius","Zahid Mahmood",6,0,1
"D Ramdin","A Dananjaya",2,0,0
"D Ramdin","A Nehra",2,1,0
"D Ramdin","AD Mascarenhas",4,0,0
"D Ramdin","AG Cremer",14,0,0
"D Ramdin","AM Phangiso",1,0,0
"D Ramdin","Amir Hamza",3,0,0
"D Ramdin","AR Cusack",2,0,0
"D Ramdin","AU Rashid",4,0,0
"D Ramdin","B Kumar",5,0,0
"D Ramdin","BA Stokes",2,1,0
"D Ramdin","BRM Taylor",2,0,0
"D Ramdin","CJ Jordan",6,2,0
"D Ramdin","DL Chahar",2,0,0
"D Ramdin","DL Vettori",3,0,0
"D Ramdin","DP Nannes",3,1,0
"D Ramdin","DT Christian",6,0,0
"D Ramdin","DW Steyn",8,0,0
"D Ramdin","E Chigumbura",4,1,0
"D Ramdin","Faheem Ashraf",13,1,1
"D Ramdin","GA Lamb",13,0,0
"D Ramdin","GSNFG Jayasuriya",3,0,2
"D Ramdin","Gulbadin Naib",18,1,0
"D Ramdin","Hasan Ali",6,0,1
"D Ramdin","HMRKB Herath",1,0,0
"D Ramdin","Hussain Talat",2,0,0
"D Ramdin","I Udana",3,2,0
"D Ramdin","JA Morkel",8,0,0
"D Ramdin","JC Tredwell",2,0,0
"D Ramdin","JDP Oram",5,2,0
"D Ramdin","JJ Bumrah",1,0,0
"D Ramdin","JJ van der Wath",3,1,0
"D Ramdin","JR Hopes",2,0,0
"D Ramdin","JS Patel",6,3,0
"D Ramdin","JW Dernbach",1,0,0
"D Ramdin","K Rabada",1,0,0
"D Ramdin","Karim Janat",5,0,0
"D Ramdin","KD Mills",4,0,0
"D Ramdin","KH Pandya",17,0,0
"D Ramdin","KJ Abbott",7,1,0
"D Ramdin","KJ O'Brien",4,0,0
"D Ramdin","KK Ahmed",7,0,0
"D Ramdin","KMDN Kulasekara",7,0,0
"D Ramdin","Kuldeep Yadav",4,0,0
"D Ramdin","M de Lange",1,0,0
"D Ramdin","M Morkel",4,0,1
"D Ramdin","M Muralitharan",2,0,0
"D Ramdin","M Ntini",8,1,0
"D Ramdin","MG Johnson",9,1,0
"D Ramdin","MJ Clarke",6,2,0
"D Ramdin","MJ McClenaghan",7,1,0
"D Ramdin","MM Ali",8,0,0
"D Ramdin","Mohammad Nabi",4,0,0
"D Ramdin","Mujeeb Ur Rahman",3,0,0
"D Ramdin","Mustafizur Rahman",5,0,1
"D Ramdin","Naeem Islam",2,0,0
"D Ramdin","Naveen-ul-Haq",4,1,0
"D Ramdin","Nazmul Islam",4,0,0
"D Ramdin","NL McCullum",1,0,0
"D Ramdin","PD Collingwood",6,1,1
"D Ramdin","PJ Cummins",1,0,0
"D Ramdin","PVD Chameera",5,0,0
"D Ramdin","Rashid Khan",33,1,2
"D Ramdin","RJ Sidebottom",7,2,0
"D Ramdin","RS Bopara",9,1,1
"D Ramdin","Rubel Hossain",7,1,0
"D Ramdin","S Lamichhane",3,0,0
"D Ramdin","S Matsikenyeri",2,0,0
"D Ramdin","Samiullah Shenwari",7,0,0
"D Ramdin","SCJ Broad",4,0,0
"D Ramdin","SD Parry",4,1,0
"D Ramdin","SE Bond",3,1,0
"D Ramdin","Shadab Khan",8,1,1
"D Ramdin","Shafiul Islam",3,0,0
"D Ramdin","Shaheen Shah Afridi",4,1,0
"D Ramdin","Shahid Afridi",16,1,2
"D Ramdin","Shakib Al Hasan",16,1,0
"D Ramdin","SL Malinga",7,0,0
"D Ramdin","SM Pollock",12,1,0
"D Ramdin","SMSM Senanayake",6,1,0
"D Ramdin","Soumya Sarkar",7,0,0
"D Ramdin","SPD Smith",6,1,0
"D Ramdin","SR Watson",9,2,0
"D Ramdin","SW Masakadza",3,0,0
"D Ramdin","SW Tait",6,1,0
"D Ramdin","TAM Siriwardana",8,0,0
"D Ramdin","TG Southee",7,0,0
"D Ramdin","TJ Murtagh",2,1,0
"D Ramdin","Usman Shinwari",6,2,2
"D Ramdin","VD Philander",5,2,0
"D Ramdin","Washington Sundar",6,0,1
"D Ramdin","WB Rankin",2,0,0
"D Ramdin","WD Parnell",3,1,0
"D Ramdin","YS Chahal",5,1,0
"D Ramdin","Zulfiqar Babar",5,0,0
"D Ravu","Bilal Khan",2,0,0
"D Ravu","FJ Klaassen",5,1,0
"D Ravu","Janak Prakash",2,1,0
"D Ravu","JH Davey",3,0,0
"D Ravu","Mohammad Saifuddin",1,0,0
"D Ravu","Mustafizur Rahman",2,1,0
"D Ravu","NA Karnik",3,1,0
"D Sabir","SN Netravalkar",4,0,0
"D Samarawickrama","C Rumistrzewicz",6,0,0
"D Samarawickrama","Hamza Dar",3,0,0
"D Samarawickrama","LA Burns",6,0,0
"D Samarawickrama","Mohammad Kamran",3,0,0
"D Samarawickrama","Yasir Ali",2,0,0
"D Simpson","N Nipiko",2,0,0
"D Simpson","Obed Yosef",3,0,0
"D Siva Kumar","PA van Meekeren",3,1,0
"D Siva Kumar","Shariz Ahmad",3,0,0
"D Siva Kumar","TJG Pringle",2,0,0
"D Suzuki","Aamir Lal",5,0,0
"D Suzuki","F Banunaek",10,1,0
"D Suzuki","IK Gamantika",2,0,0
"D Suzuki","IKEG Artawan",14,1,0
"D Suzuki","KC Ramamoorthy",1,0,0
"D Suzuki","Kim Daeyeon",2,0,0
"D Teinaki","CK Jasmat",5,1,0
"D Teinaki","D Wotu",3,1,0
"D Teinaki","J Batinibulu",8,0,2
"D Teinaki","Obed Yosef",3,0,0
"D Teinaki","S Ravoka",6,0,0
"D Teinaki","S Sola",4,0,1
"D Teinaki","SM Tupou",1,0,0
"D Teinaki","TS Waqavakatoga",4,0,0
"D Uwimana","Amoluk Singh",2,1,0
"D Uwimana","Bilal Hassun",8,1,0
"D Uwimana","D Kansonkho",4,0,0
"D Uwimana","DM Nakrani",2,0,0
"D Uwimana","F Akankwasa",8,1,0
"D Uwimana","F Nsubuga",1,0,0
"D Uwimana","G Bakiweyem",2,0,0
"D Uwimana","H Ssenyondo",10,0,0
"D Uwimana","KS Bagabena",2,0,0
"D Uwimana","M Mwamadi",3,0,0
"D Uwimana","MA Baig",9,0,0
"D Uwimana","MK Anafie",1,1,0
"D Uwimana","OH Agbomadzie",9,0,0
"D Uwimana","Sami Sohail",4,0,0
"D Uwimana","SK Awiah",6,1,0
"D Weston","ACF Stokes",5,1,0
"D Weston","Baljit Singh",2,0,0
"D Weston","GRD Munasinghe",1,0,0
"D Weston","NA Maiolo",3,0,0
"D Weston","TCW Veillard",6,0,1
"D Weston","W Peatfield",1,0,0
"D Wiese","A Vala",1,0,0
"D Wiese","A Zampa",4,0,0
"D Wiese","Aayan Afzal Khan",9,0,0
"D Wiese","AD Russell",6,0,0
"D Wiese","Ahmed Raza",4,1,0
"D Wiese","BAW Mendis",2,0,0
"D Wiese","BFW de Leede",4,1,0
"D Wiese","C Campher",5,0,0
"D Wiese","C Karunaratne",2,0,0
"D Wiese","CA Young",5,1,2
"D Wiese","CBRLS Kumara",2,0,0
"D Wiese","CH Gayle",6,1,0
"D Wiese","CJ Jordan",2,0,0
"D Wiese","CN Ackermann",6,1,2
"D Wiese","CN Greaves",2,0,0
"D Wiese","CR Brathwaite",4,0,0
"D Wiese","DJ Bravo",9,2,1
"D Wiese","DT Tiripano",6,0,0
"D Wiese","FJ Klaassen",7,0,0
"D Wiese","Gulbadin Naib",4,1,0
"D Wiese","Hamid Hassan",8,0,0
"D Wiese","Haris Rauf",8,0,1
"D Wiese","Hasan Ali",7,1,0
"D Wiese","I Kaia",6,1,0
"D Wiese","Imad Wasim",3,0,0
"D Wiese","IS Sodhi",15,0,1
"D Wiese","J Little",2,0,0
"D Wiese","JJ Bumrah",2,0,0
"D Wiese","JP Faulkner",3,0,0
"D Wiese","Junaid Siddique (2)",9,1,1
"D Wiese","JW Hastings",2,0,1
"D Wiese","KA Pollard",4,1,0
"D Wiese","KMDN Kulasekara",3,0,0
"D Wiese","KP Meiyappan",8,1,1
"D Wiese","LM Jongwe",10,1,0
"D Wiese","LV van Beek",6,1,0
"D Wiese","M Shumba",1,0,0
"D Wiese","MA Leask",7,0,1
"D Wiese","MJ Santner",6,1,0
"D Wiese","MN Samuels",3,0,0
"D Wiese","Mohammed Shami",2,0,0
"D Wiese","MR Marsh",1,0,0
"D Wiese","MRJ Watt",4,0,0
"D Wiese","Naveen-ul-Haq",3,1,0
"D Wiese","NL McCullum",1,0,0
"D Wiese","NM Coulter-Nile",6,0,1
"D Wiese","PM Seelaar",9,0,1
"D Wiese","PWH de Silva",3,0,0
"D Wiese","R Ashwin",9,0,0
"D Wiese","RA Jadeja",7,0,0
"D Wiese","Rashid Khan",16,0,0
"D Wiese","RD Chahar",5,2,0
"D Wiese","RE van der Merwe",3,0,1
"D Wiese","S Badree",1,0,0
"D Wiese","Shadab Khan",3,0,0
"D Wiese","Shaheen Shah Afridi",10,2,1
"D Wiese","Sikandar Raza",10,1,0
"D Wiese","Simi Singh",3,0,0
"D Wiese","SJ Benn",9,0,0
"D Wiese","SK Atai",5,2,0
"D Wiese","SL Malinga",3,0,0
"D Wiese","SM Sharif",2,0,0
"D Wiese","SS Cottrell",3,0,0
"D Wiese","T van der Gugten",10,2,1
"D Wiese","TL Chatara",16,1,1
"D Wiese","Waseem Muhammad",11,0,1
"D Wiese","Zahoor Khan",6,1,0
"DA Blignaut","A Nathwani",4,0,0
"DA Blignaut","Abdullah Akbarjan",7,0,2
"DA Blignaut","Absar Khan",1,0,0
"DA Blignaut","Aqib Iqbal",10,0,0
"DA Blignaut","AR McBrine",5,1,0
"DA Blignaut","Atif Mehmood",8,1,0
"DA Blignaut","Azam Khalil",6,0,0
"DA Blignaut","B Ward",12,0,0
"DA Blignaut","C Rumistrzewicz",21,1,0
"DA Blignaut","CA Young",4,0,1
"DA Blignaut","CW Perchard",7,0,0
"DA Blignaut","Dawood Ahmadzai",4,0,0
"DA Blignaut","Delawar Khan",5,0,0
"DA Blignaut","DG Blampied",4,0,0
"DA Blignaut","EJB Miles",7,0,1
"DA Blignaut","G Stewart",10,0,0
"DA Blignaut","GK Berg",6,0,0
"DA Blignaut","GP Meade",21,0,0
"DA Blignaut","Hamid Mahmood",3,0,0
"DA Blignaut","J Perman",4,0,2
"DA Blignaut","Jaspreet Singh",11,0,0
"DA Blignaut","Jaweed Sadran",4,0,0
"DA Blignaut","Junaid Siddique (2)",6,1,0
"DA Blignaut","JW Dernbach",9,1,0
"DA Blignaut","LA Burns",17,1,1
"DA Blignaut","MGSM Fernando",14,0,0
"DA Blignaut","Mohammad Kamran",9,1,1
"DA Blignaut","PD Hennessy",7,0,0
"DA Blignaut","Raja Adeel",17,0,0
"DA Blignaut","Raza Iqbal",4,0,0
"DA Blignaut","Rohan Mustafa",4,0,0
"DA Blignaut","S Thanikaithasan",8,1,1
"DA Blignaut","SA Ahmad",3,0,0
"DA Blignaut","Sahel Zadran",5,1,1
"DA Blignaut","Sarfaraz Ali",3,0,0
"DA Blignaut","Shahil Momin",12,0,0
"DA Blignaut","Simi Singh",9,0,1
"DA Blignaut","TC Vine",12,2,1
"DA Blignaut","U Shahid",2,0,0
"DA Blignaut","Waseeq Ahmed",4,0,0
"DA Blignaut","Yasir Ali",11,1,0
"DA Blignaut","Zahoor Khan",4,0,0
"DA Blignaut","Zaker Taqawi",6,0,0
"DA Miller","A Dananjaya",14,0,0
"DA Miller","A Zampa",28,1,0
"DA Miller","Abdul Razzaq",5,2,0
"DA Miller","AC Agar",19,1,2
"DA Miller","AD Mathews",14,2,2
"DA Miller","AD Russell",21,3,1
"DA Miller","AF Milne",3,0,0
"DA Miller","AG Cremer",13,3,1
"DA Miller","Ahsan Malik",4,0,0
"DA Miller","AJ Tye",12,1,2
"DA Miller","AR Nurse",2,0,0
"DA Miller","AR Patel",30,1,5
"DA Miller","Arafat Sunny",3,0,0
"DA Miller","Arshdeep Singh",16,2,3
"DA Miller","AU Rashid",15,2,2
"DA Miller","Avesh Khan",10,1,0
"DA Miller","B Kumar",20,4,2
"DA Miller","B Mavuta",11,0,0
"DA Miller","BA Stokes",10,0,0
"DA Miller","BAW Mendis",19,0,2
"DA Miller","BD Glover",3,0,0
"DA Miller","BFW de Leede",2,0,0
"DA Miller","Bilawal Bhatti",10,1,1
"DA Miller","BJ McCarthy",9,3,0
"DA Miller","BRM Taylor",8,0,0
"DA Miller","C Karunaratne",4,0,0
"DA Miller","CA Young",15,4,1
"DA Miller","CB Mpofu",17,3,0
"DA Miller","CBRLS Kumara",3,0,2
"DA Miller","CJ Boyce",13,1,0
"DA Miller","CJ Chibhabha",4,1,0
"DA Miller","CJ Jordan",38,5,4
"DA Miller","CN Ackermann",4,0,0
"DA Miller","DAJ Bracewell",13,5,0
"DA Miller","DAS Gunaratne",14,0,0
"DA Miller","Dawlat Zadran",3,1,1
"DA Miller","DE Bollinger",10,1,0
"DA Miller","DJ Bravo",33,0,1
"DA Miller","DJ Hussey",4,0,0
"DA Miller","DJ Willey",10,0,2
"DA Miller","DJG Sammy",16,1,1
"DA Miller","DL Chahar",13,1,3
"DA Miller","DM de Silva",4,0,0
"DA Miller","EC Rainsford",4,2,0
"DA Miller","Faheem Ashraf",15,1,4
"DA Miller","FH Edwards",2,0,0
"DA Miller","FJ Klaassen",3,0,0
"DA Miller","GJ Delany",5,0,1
"DA Miller","GJ Maxwell",29,2,0
"DA Miller","Hasan Ali",32,1,3
"DA Miller","Hasan Mahmud",1,0,0
"DA Miller","HH Pandya",28,1,2
"DA Miller","HV Patel",27,5,1
"DA Miller","I Udana",10,3,1
"DA Miller","Iftikhar Ahmed",5,0,1
"DA Miller","Imad Wasim",7,0,1
"DA Miller","IS Sodhi",6,1,0
"DA Miller","J Little",24,2,4
"DA Miller","JD Unadkat",4,0,0
"DA Miller","JDF Vandersay",8,2,0
"DA Miller","JDS Neesham",6,1,0
"DA Miller","JE Taylor",3,0,0
"DA Miller","JJ Bumrah",6,0,0
"DA Miller","JL Pattinson",6,0,0
"DA Miller","JO Holder",11,3,0
"DA Miller","JP Faulkner",20,4,0
"DA Miller","JR Hazlewood",4,0,0
"DA Miller","Junaid Khan",7,1,1
"DA Miller","JW Dernbach",4,2,0
"DA Miller","JW Hastings",13,2,2
"DA Miller","K Sinclair",2,0,0
"DA Miller","KA Pollard",10,0,1
"DA Miller","KAJ Roach",3,0,0
"DA Miller","KD Mills",3,0,0
"DA Miller","KH Pandya",1,0,0
"DA Miller","KM Dabengwa",6,1,1
"DA Miller","KM Jarvis",3,0,1
"DA Miller","KMDN Kulasekara",9,1,1
"DA Miller","KS Williamson",1,0,0
"DA Miller","KW Richardson",7,1,0
"DA Miller","LE Plunkett",2,0,0
"DA Miller","LV van Beek",4,1,0
"DA Miller","M Theekshana",3,0,0
"DA Miller","MA Starc",5,0,0
"DA Miller","MA Wood",12,2,0
"DA Miller","Mahedi Hasan",2,1,0
"DA Miller","Mahmudullah",9,0,1
"DA Miller","Mashrafe Mortaza",6,1,0
"DA Miller","MC Henriques",2,0,0
"DA Miller","MD Shanaka",1,0,0
"DA Miller","Mehedi Hasan Miraz",3,1,0
"DA Miller","MJ McClenaghan",15,1,2
"DA Miller","MM Ali",13,1,1
"DA Miller","MM Sharma",5,1,1
"DA Miller","Mohammad Amir",7,2,0
"DA Miller","Mohammad Hafeez",7,0,0
"DA Miller","Mohammad Nabi",1,0,0
"DA Miller","Mohammad Nawaz (3)",8,0,0
"DA Miller","Mohammad Saifuddin",14,1,5
"DA Miller","Mohammed Shami",15,1,0
"DA Miller","MR Adair",21,1,3
"DA Miller","MR Marsh",7,0,0
"DA Miller","MS Crane",1,0,0
"DA Miller","Mudassar Bukhari",7,0,0
"DA Miller","Mustafizur Rahman",7,0,1
"DA Miller","N Pradeep",2,0,0
"DA Miller","NA Saini",1,0,0
"DA Miller","Nasir Hossain",9,0,0
"DA Miller","NL McCullum",11,0,0
"DA Miller","NLTC Perera",2,1,0
"DA Miller","NM Coulter-Nile",13,0,1
"DA Miller","OC McCoy",9,0,0
"DA Miller","P Kumar",1,0,0
"DA Miller","P Utseya",5,0,0
"DA Miller","PA van Meekeren",2,0,0
"DA Miller","PADLR Sandakan",17,3,0
"DA Miller","PJ Cummins",21,0,0
"DA Miller","PR Stirling",9,0,0
"DA Miller","PVD Chameera",9,2,0
"DA Miller","PWH de Silva",6,0,1
"DA Miller","R Ashwin",26,1,5
"DA Miller","RA Jadeja",2,0,0
"DA Miller","RJ Nicol",1,0,0
"DA Miller","RJW Topley",8,1,0
"DA Miller","RM Hira",3,0,1
"DA Miller","Rubel Hossain",19,3,2
"DA Miller","Rumman Raees",5,1,0
"DA Miller","S Prasanna",2,0,1
"DA Miller","SA Abbott",3,0,0
"DA Miller","Saeed Ajmal",13,1,0
"DA Miller","SC Getkate",3,0,0
"DA Miller","SC Williams",15,1,1
"DA Miller","SCJ Broad",2,0,0
"DA Miller","Shadab Khan",14,0,1
"DA Miller","Shafiul Islam",3,1,0
"DA Miller","Shaheen Shah Afridi",18,3,0
"DA Miller","Shakib Al Hasan",9,1,0
"DA Miller","Shapoor Zadran",4,1,0
"DA Miller","Shoaib Akhtar",2,1,0
"DA Miller","Simi Singh",19,2,0
"DA Miller","SJ Benn",11,0,2
"DA Miller","SK Raina",10,1,0
"DA Miller","SL Malinga",23,2,0
"DA Miller","SM Curran",1,0,0
"DA Miller","SMSM Senanayake",8,0,0
"DA Miller","SN Thakur",5,1,0
"DA Miller","SNJ O'Keefe",4,1,0
"DA Miller","Sohail Khan",4,0,0
"DA Miller","Sohail Tanvir",6,1,0
"DA Miller","SR Watson",3,1,0
"DA Miller","SS Cottrell",5,0,0
"DA Miller","SS Iyer",2,0,0
"DA Miller","SW Masakadza",2,0,0
"DA Miller","T van der Gugten",5,0,0
"DA Miller","Taskin Ahmed",9,2,1
"DA Miller","TG Southee",1,1,0
"DA Miller","TK Curran",7,0,1
"DA Miller","TLW Cooper",3,0,0
"DA Miller","TM Dilshan",5,0,0
"DA Miller","TS Chisoro",7,0,0
"DA Miller","TT Bresnan",3,0,0
"DA Miller","Umar Gul",5,0,0
"DA Miller","Usman Qadir",22,3,0
"DA Miller","Usman Shinwari",22,4,3
"DA Miller","Washington Sundar",4,0,1
"DA Miller","YK Pathan",3,0,1
"DA Miller","YS Chahal",9,1,2
"DA Miller","Yuvraj Singh",4,0,0
"DA Miller","Zahid Mahmood",9,0,2
"DA Rankin","Nadeem Ahmed",5,1,0
"DA Rankin","Tanwir Afzal",12,0,1
"DA Warner","A Nehra",13,3,1
"DA Warner","A Nortje",27,5,0
"DA Warner","A Shahzad",14,2,0
"DA Warner","Abdul Razzaq",8,1,0
"DA Warner","Abdur Razzak",6,1,1
"DA Warner","AD Mathews",26,4,1
"DA Warner","AD Russell",6,1,0
"DA Warner","AF Milne",6,0,0
"DA Warner","AJ Hosein",15,2,1
"DA Warner","Al-Amin Hossain",6,1,0
"DA Warner","AR Cusack",8,1,0
"DA Warner","AS Joseph",6,2,0
"DA Warner","AU Rashid",19,1,1
"DA Warner","B Fernando",3,0,0
"DA Warner","B Kumar",14,2,0
"DA Warner","BA Stokes",8,0,0
"DA Warner","BAW Mendis",16,0,1
"DA Warner","BE Hendricks",5,2,1
"DA Warner","BM Wheeler",7,0,2
"DA Warner","C de Grandhomme",6,2,0
"DA Warner","C Karunaratne",20,2,0
"DA Warner","C Munro",3,1,0
"DA Warner","CAK Rajitha",17,8,3
"DA Warner","CBRLS Kumara",20,4,1
"DA Warner","CH Gayle",18,1,0
"DA Warner","CH Morris",16,4,1
"DA Warner","CJ Jordan",6,1,0
"DA Warner","CR Woakes",24,4,1
"DA Warner","CRD Fernando",5,0,0
"DA Warner","D Pretorius",18,2,2
"DA Warner","D Wiese",13,3,1
"DA Warner","DJ Bravo",35,5,1
"DA Warner","DJ Willey",15,1,0
"DA Warner","DJG Sammy",14,4,1
"DA Warner","DM de Silva",3,0,0
"DA Warner","DR Briggs",7,2,1
"DA Warner","DR Smith",8,0,1
"DA Warner","DT Johnston",6,1,0
"DA Warner","DW Steyn",35,4,3
"DA Warner","Fazalhaq Farooqi",8,2,0
"DA Warner","FH Edwards",29,3,1
"DA Warner","GD Elliott",2,0,0
"DA Warner","GE Mathurin",3,0,2
"DA Warner","GH Dockrell",4,1,0
"DA Warner","GP Swann",4,0,0
"DA Warner","GSNFG Jayasuriya",5,0,0
"DA Warner","Harbhajan Singh",13,1,2
"DA Warner","Haris Rauf",2,0,0
"DA Warner","Hasan Ali",5,1,0
"DA Warner","HMRKB Herath",11,0,0
"DA Warner","HR Walsh",7,0,1
"DA Warner","I Udana",5,1,0
"DA Warner","IE O'Brien",7,3,0
"DA Warner","Imad Wasim",18,6,2
"DA Warner","Imran Tahir",21,3,3
"DA Warner","IS Sodhi",17,2,2
"DA Warner","J Botha",18,1,1
"DA Warner","J Little",2,0,0
"DA Warner","J Louw",3,1,0
"DA Warner","JA Morkel",14,3,1
"DA Warner","JC Archer",13,1,0
"DA Warner","JDS Neesham",2,0,1
"DA Warner","JE Root",7,1,0
"DA Warner","JE Taylor",14,5,1
"DA Warner","JEC Franklin",3,0,0
"DA Warner","JH Kallis",9,2,1
"DA Warner","JJ Bumrah",5,0,0
"DA Warner","JM Anderson",8,1,0
"DA Warner","JO Holder",14,3,2
"DA Warner","JP Duminy",6,0,0
"DA Warner","JW Dernbach",12,0,1
"DA Warner","K Rabada",32,5,0
"DA Warner","K Santokie",12,2,0
"DA Warner","KA Pollard",12,1,0
"DA Warner","KAJ Roach",10,2,4
"DA Warner","KJ Abbott",11,2,0
"DA Warner","KMDN Kulasekara",26,4,0
"DA Warner","KR Mayers",16,5,0
"DA Warner","KS Williamson",4,0,0
"DA Warner","KTGD Prasad",4,2,0
"DA Warner","L Ngidi",18,0,1
"DA Warner","LJ Wright",4,0,0
"DA Warner","LL Tsotsobe",16,3,1
"DA Warner","M Morkel",10,0,0
"DA Warner","M Ntini",12,3,2
"DA Warner","M Theekshana",40,8,0
"DA Warner","MA Wood",23,5,0
"DA Warner","Mahmudullah",6,1,1
"DA Warner","Mashrafe Mortaza",7,1,0
"DA Warner","MD Shanaka",14,3,0
"DA Warner","MDK Perera",10,1,0
"DA Warner","MH Yardy",13,3,0
"DA Warner","MJ Santner",14,0,0
"DA Warner","MM Ali",8,2,0
"DA Warner","MM Sharma",7,1,0
"DA Warner","MN Samuels",13,2,0
"DA Warner","Mohammad Amir",40,6,1
"DA Warner","Mohammad Asif",6,0,1
"DA Warner","Mohammad Hafeez",33,4,3
"DA Warner","Mohammad Hasnain",12,0,0
"DA Warner","Mohammad Irfan",8,1,0
"DA Warner","Mohammad Sami",5,1,0
"DA Warner","MR Adair",4,0,0
"DA Warner","Muhammad Musa",6,1,0
"DA Warner","Mujeeb Ur Rahman",8,3,0
"DA Warner","Mustafizur Rahman",6,3,0
"DA Warner","N Deonarine",22,5,2
"DA Warner","N Pradeep",33,2,0
"DA Warner","N Thushara",9,2,0
"DA Warner","Naved-ul-Hasan",8,1,0
"DA Warner","Naveen-ul-Haq",3,0,0
"DA Warner","NLTC Perera",13,0,1
"DA Warner","NO Miller",6,1,1
"DA Warner","OC McCoy",4,1,1
"DA Warner","OF Smith",7,1,0
"DA Warner","P Jayawickrama",5,2,0
"DA Warner","P Kumar",7,0,0
"DA Warner","PADLR Sandakan",36,5,0
"DA Warner","PD Collingwood",3,0,0
"DA Warner","PP Chawla",2,0,0
"DA Warner","PVD Chameera",29,7,1
"DA Warner","PWH de Silva",33,7,1
"DA Warner","R Ashwin",28,3,3
"DA Warner","R Rampaul",7,2,2
"DA Warner","R Vinay Kumar",7,1,0
"DA Warner","RA Jadeja",11,0,3
"DA Warner","RAS Lakmal",23,4,1
"DA Warner","Raza Hasan",29,1,3
"DA Warner","RG Sharma",2,0,0
"DA Warner","RJ Peterson",3,0,0
"DA Warner","RJ Sidebottom",8,0,0
"DA Warner","RJW Topley",12,1,0
"DA Warner","RL Chase",6,2,0
"DA Warner","RS Bopara",5,0,0
"DA Warner","S Badree",8,1,0
"DA Warner","S Prasanna",6,0,0
"DA Warner","Saad Nasim",4,1,1
"DA Warner","Saeed Ajmal",14,0,1
"DA Warner","SCJ Broad",16,4,0
"DA Warner","SE Bond",15,3,1
"DA Warner","Shadab Khan",6,0,1
"DA Warner","Shafiul Islam",2,1,1
"DA Warner","Shaheen Shah Afridi",5,0,0
"DA Warner","Shahid Afridi",22,1,0
"DA Warner","Shakib Al Hasan",14,1,2
"DA Warner","Shoaib Akhtar",7,5,0
"DA Warner","Shoaib Malik",1,0,0
"DA Warner","Shoriful Islam",4,0,0
"DA Warner","SJ Benn",15,1,0
"DA Warner","SK Raina",2,0,0
"DA Warner","SL Malinga",49,4,0
"DA Warner","SM Curran",5,0,0
"DA Warner","SMSM Senanayake",7,1,0
"DA Warner","Sohag Gazi",9,2,0
"DA Warner","Sohaib Maqsood",5,0,1
"DA Warner","Sohail Tanvir",14,2,1
"DA Warner","SP Narine",7,1,1
"DA Warner","SS Cottrell",2,1,0
"DA Warner","ST Finn",12,0,1
"DA Warner","T Shamsi",23,1,0
"DA Warner","TA Boult",29,3,0
"DA Warner","Taskin Ahmed",10,0,0
"DA Warner","TG Southee",34,7,4
"DA Warner","TK Curran",9,0,0
"DA Warner","TM Dilshan",9,2,1
"DA Warner","TT Bresnan",11,0,0
"DA Warner","Umar Gul",18,1,1
