"batsman1","bowler1","ballsFaced","fours","sixes"
"A Paul","S Davizi",5,1,0
"A Paul","S Wickramasekara",5,0,0
"A Paul","SJ Patel",2,0,0
"A Paul","SMK Waththage",4,0,0
"A Poulose","MP O'Dowd",3,0,0
"A Poulose","T van der Gugten",6,2,0
"A Pusthay","A Venkatesh",9,0,0
"A Pusthay","Abdullah Mahmood",5,0,0
"A Pusthay","Hassan Mehmood",6,0,0
"A Pusthay","J Jojo",3,0,0
"A Pusthay","Khalid Zahid",4,0,0
"A Pusthay","L Karlsson",3,0,0
"A Pusthay","Lemar Momand",6,1,0
"A Pusthay","Omar Hayat",2,0,0
"A Pusthay","Qudratullah Mir Afzail",3,0,0
"A Pusthay","SA Ahmad",7,1,0
"A Pusthay","Saran Aslam",4,0,0
"A Pusthay","Surya Anand",1,0,0
"A Randhawa","Awais Ikram",4,1,0
"A Randhawa","Azam Khalil",8,0,0
"A Randhawa","DR Hooper",4,0,0
"A Randhawa","F Choudary",4,1,0
"A Randhawa","Hamid Mahmood",8,0,0
"A Randhawa","Khalid Zahid",1,0,0
"A Randhawa","L Karlsson",8,0,0
"A Randhawa","P Malav",3,0,0
"A Randhawa","P Pustoslemsek",6,1,0
"A Randhawa","Ramanjot Singh",6,0,0
"A Randhawa","S Kushretha",4,0,0
"A Randhawa","Taher Muhammad",3,0,0
"A Randhawa","W Peatfield",5,0,0
"A Randhawa","Zaker Taqawi",8,0,1
"A Rangaswamy","CM Akachukwu",3,0,0
"A Rangaswamy","F Nsubuga",3,0,1
"A Rangaswamy","IO Okpe",1,0,0
"A Rangaswamy","J Bulele",2,0,0
"A Rangaswamy","Mohameed Taiwo",1,0,0
"A Raza","C Rumistrzewicz",8,1,1
"A Raza","LA Burns",15,0,3
"A Raza","SA Mohandas",3,0,0
"A Raza","Zulqarnain Haider (2)",6,0,1
"A Reyes","A Ashokan",13,4,0
"A Reyes","A Kheterpal",4,0,0
"A Reyes","AG Weligamage",7,1,0
"A Reyes","Asad Ali Rehemtulla",3,0,0
"A Reyes","Bilal Muhammad",4,0,0
"A Reyes","BP Adapaka",9,0,0
"A Reyes","HV Mandhyan",7,0,0
"A Reyes","Ijaz Hussain",3,0,0
"A Reyes","Jaison Jerome",8,1,0
"A Reyes","Khaibar Deldar",10,2,0
"A Reyes","P Mishra",2,0,0
"A Reyes","R Satheesan",2,0,0
"A Reyes","Ritik Tomar",9,0,0
"A Reyes","S Sengupta",2,0,0
"A Reyes","S Wickramasekara",10,1,0
"A Reyes","Sazib Bhuiyan",11,0,0
"A Reyes","Washeem Abbas",7,0,0
"A Sarma","Atif Mehmood",4,1,0
"A Sarma","Delawar Khan",6,1,0
"A Sarma","J Jojo",5,0,0
"A Sarma","ND Laegsgaard",10,0,1
"A Sarma","Raja Adeel",5,0,0
"A Sarma","SA Ahmad",14,1,0
"A Saud","E Ochieng",2,0,0
"A Saud","E Otieno",12,1,0
"A Saud","EB Ringera",8,0,2
"A Saud","LN Oluoch",8,2,0
"A Saud","NN Odhiambo",11,3,1
"A Saud","SO Ngoche",16,1,1
"A Saud","Vraj Patel",7,0,0
"A Sharafu","Adil Butt",2,0,0
"A Sharafu","D Wiese",3,0,0
"A Sharafu","Faisal Khan",2,0,0
"A Sharafu","Mohammed Nadeem",5,0,0
"A Sharafu","R Trumpelmann",1,0,0
"A Sharafu","Sayed Monib",3,0,1
"A Sharafu","Shiraz Khan",6,0,0
"A Sharafu","Tamoor Sajjad",2,0,0
"A Sharafu","Usman Ali",7,0,1
"A Shreshta","AB Kamara",8,1,0
"A Shreshta","B Masaba",10,0,0
"A Shreshta","DM Nakrani",11,1,0
"A Shreshta","EB Ringera",3,0,0
"A Shreshta","F Akankwasa",3,1,0
"A Shreshta","F Nsubuga",10,0,0
"A Shreshta","H Ssenyondo",7,0,0
"A Shreshta","HA Chohan",12,0,0
"A Shreshta","M Kpaka",12,0,2
"A Shreshta","P Koech",2,0,0
"A Shreshta","RK Kiseto",12,2,0
"A Shreshta","S Tarawally",24,4,0
"A Shreshta","S Thakor",7,1,0
"A Shreshta","S Williams",30,1,1
"A Shreshta","SA Jumbe",6,0,0
"A Shukla","Mohammad Nawaz (3)",5,0,0
"A Symonds","A Flintoff",4,0,0
"A Symonds","AJ Hall",5,0,0
"A Symonds","CJ Chibhabha",9,2,0
"A Symonds","CP Schofield",1,0,0
"A Symonds","DL Vettori",12,0,0
"A Symonds","DR Tuffey",3,0,0
"A Symonds","GB Brent",3,0,0
"A Symonds","GJP Kruger",2,0,0
"A Symonds","H Masakadza",2,0,0
"A Symonds","Harbhajan Singh",12,0,1
"A Symonds","IK Pathan",10,1,1
"A Symonds","J Botha",10,2,0
"A Symonds","J Lewis",5,1,0
"A Symonds","JDP Oram",5,3,0
"A Symonds","JH Kallis",4,3,0
"A Symonds","Joginder Sharma",5,1,0
"A Symonds","JS Patel",12,2,2
"A Symonds","KD Mills",16,4,2
"A Symonds","M Kartik",10,1,0
"A Symonds","M Zondeki",5,1,2
"A Symonds","Mohammad Asif",4,1,0
"A Symonds","Mohammad Hafeez",5,1,0
"A Symonds","MR Gillespie",8,1,0
"A Symonds","MS Panesar",6,0,1
"A Symonds","P Utseya",5,1,0
"A Symonds","PD Collingwood",9,2,0
"A Symonds","S Sreesanth",6,1,0
"A Symonds","SB Styris",5,1,1
"A Symonds","Shahid Afridi",5,1,0
"A Symonds","Sohail Tanvir",5,2,0
"A Symonds","T Mupariwa",5,1,0
"A Symonds","T Taibu",3,0,0
"A Symonds","V Sehwag",2,0,0
"A Turkmen","Ijaz Hussain",2,0,0
"A Turkmen","JA Burrows",6,0,0
"A Turkmen","K Cawte",3,0,0
"A Turkmen","M Gherasim",7,0,0
"A Turkmen","M Koli",5,1,0
"A Turkmen","M Sarenac",4,0,0
"A Turkmen","MV Pavlovic",5,0,0
"A Turkmen","S Vashisht",1,0,0
"A Vala","A Bohara",2,0,0
"A Vala","Aarif Sheikh",1,0,0
"A Vala","AC Evans",13,5,0
"A Vala","Ahmed Raza",6,0,0
"A Vala","Aizaz Khan",4,1,0
"A Vala","Amjad Javed",8,0,0
"A Vala","Amjad Mahboob",9,1,1
"A Vala","Aqib Ilyas",14,0,1
"A Vala","AR Cusack",6,1,0
"A Vala","AR McBrine",8,0,1
"A Vala","B Muzarabani",2,1,0
"A Vala","B Regmi",14,1,1
"A Vala","BD Glover",10,0,0
"A Vala","Bilal Khan",4,0,0
"A Vala","BM Scholtz",9,0,0
"A Vala","BTJ Wheal",1,0,0
"A Vala","C Kyewuta",8,2,0
"A Vala","C Viljoen",10,1,0
"A Vala","CA Young",7,0,1
"A Vala","CAH Stevenson",4,1,1
"A Vala","CB Sole",6,3,0
"A Vala","CC Blake",1,0,0
"A Vala","CG Williams",2,0,0
"A Vala","CN Ackermann",16,1,1
"A Vala","CN Greaves",10,1,0
"A Vala","CS MacLeod",11,2,0
"A Vala","Dawlat Zadran",7,0,0
"A Vala","DC Smith",3,0,0
"A Vala","DC Stovell",5,0,0
"A Vala","DL Brangman",10,4,0
"A Vala","DM Nakrani",6,0,0
"A Vala","DMW Rawlins",7,1,0
"A Vala","Ehsan Khan",4,1,0
"A Vala","F Akankwasa",8,0,1
"A Vala","F Nsubuga",7,0,1
"A Vala","FJ Klaassen",3,1,0
"A Vala","GH Dockrell",3,2,0
"A Vala","GR Russ",1,0,0
"A Vala","H Ssenyondo",5,2,0
"A Vala","Hamid Hassan",2,0,0
"A Vala","Hamza Tahir",5,1,0
"A Vala","HER Tyler",8,0,0
"A Vala","Janak Prakash",10,1,0
"A Vala","JF Mooney",7,1,0
"A Vala","JH Davey",13,1,0
"A Vala","JJ Smit",7,0,0
"A Vala","JJ Tucker",5,2,0
"A Vala","JN Frylinck",1,0,0
"A Vala","JW Chilia",1,0,0
"A Vala","K Waiswa",7,1,3
"A Vala","Kaleemullah",7,2,0
"A Vala","Karan KC",9,1,0
"A Vala","Karweng NG",9,2,0
"A Vala","Khawar Ali",8,0,1
"A Vala","KJ O'Brien",8,0,0
"A Vala","KS Leverock",3,0,0
"A Vala","LN Oluoch",1,0,0
"A Vala","MC Sorensen",5,1,0
"A Vala","MG Erasmus",9,3,0
"A Vala","Mirwais Ashraf",3,0,0
"A Vala","Mohammad Nabi",2,0,0
"A Vala","Mohammad Nadeem",8,1,0
"A Vala","Mohammad Saifuddin",5,0,0
"A Vala","MRJ Watt",6,0,2
"A Vala","Muhammad Wafiq",16,1,0
"A Vala","Mustafizur Rahman",2,0,0
"A Vala","P Khadka",14,1,0
"A Vala","PA van Meekeren",8,1,0
"A Vala","Pavandeep Singh",22,5,2
"A Vala","PM Seelaar",4,1,0
"A Vala","R Mahajan",14,3,1
"A Vala","R Ngarava",3,0,0
"A Vala","RE van der Merwe",9,1,0
"A Vala","Riazat Ali Shah",7,2,1
"A Vala","RJ Trott",5,0,1
"A Vala","Rohan Mustafa",1,0,0
"A Vala","S Lamichhane",3,0,0
"A Vala","S Muniandy",5,1,0
"A Vala","SH Obed",8,0,1
"A Vala","SM Sharif",7,0,0
"A Vala","SN Netravalkar",6,0,0
"A Vala","Sompal Kami",22,0,0
"A Vala","SP Gauchan",8,0,0
"A Vala","SR Thompson",6,1,0
"A Vala","Sultan Ahmed (2)",6,1,0
"A Vala","Surinder Singh",4,1,0
"A Vala","Syazrul Idrus",13,1,0
"A Vala","Syed Aziz",10,1,0
"A Vala","T van der Gugten",6,0,1
"A Vala","TE Kane",2,0,0
"A Vala","TJ Murtagh",7,0,0
"A Vala","U Aryaman Sunil",7,0,1
"A Vala","V Baskaran",6,0,0
"A Vala","W Madhevere",1,0,0
"A Vala","W Nalisa",11,0,0
"A Vala","Z Groenewald",7,1,1
"A Vala","Zahoor Khan",5,0,0
"A Vala","Zeeshan Maqsood",2,1,1
"A Venkatesh","A Nathwani",4,0,0
"A Venkatesh","Abdullah Akbarjan",14,1,0
"A Venkatesh","Ali Hasan",2,0,0
"A Venkatesh","Amjad Sher",22,4,0
"A Venkatesh","Aqib Iqbal",4,1,0
"A Venkatesh","C Zavoiu",4,1,0
"A Venkatesh","DA Blignaut",6,0,0
"A Venkatesh","Delawar Khan",11,1,0
"A Venkatesh","DJ Turkich",1,0,0
"A Venkatesh","Ghulam Ahmadi",4,0,0
"A Venkatesh","HAM Shah",5,1,0
"A Venkatesh","Ijaz Hussain",2,0,0
"A Venkatesh","Iqbal Hossain",4,0,0
"A Venkatesh","Itibarshah Deedar",3,0,0
"A Venkatesh","Lucky Ali",13,2,0
"A Venkatesh","M Gherasim",5,0,1
"A Venkatesh","M Koli",2,0,0
"A Venkatesh","MB Tambe",10,1,0
"A Venkatesh","Mohammad Asaduzzaman",11,0,0
"A Venkatesh","Naveed Shahid",9,2,1
"A Venkatesh","PF Gallagher",13,1,0
"A Venkatesh","Raaz Mohammad",8,1,0
"A Venkatesh","Sahel Zadran",3,0,0
"A Venkatesh","Shahil Momin",7,1,0
"A Venkatesh","Surya Anand",2,0,0
"A Venkatesh","Taranjeet Singh",12,1,0
"A Venkatesh","V Ganesan",3,0,0
"A Venkatesh","V Saini",4,0,0
"A Zampa","B Kumar",3,1,0
"A Zampa","CJ Anderson",1,0,0
"A Zampa","CJ Jordan",3,0,0
"A Zampa","DJ Bravo",2,0,0
"A Zampa","Fazalhaq Farooqi",1,0,0
"A Zampa","Hasan Ali",5,0,0
"A Zampa","IS Sodhi",3,1,0
"A Zampa","K Rabada",3,0,0
"A Zampa","KJ Abbott",3,0,0
"A Zampa","MJ Santner",1,0,0
"A Zampa","OC McCoy",1,0,0
"A Zampa","PVD Chameera",2,0,0
"A Zampa","Shadab Khan",6,0,0
"A Zampa","Shakib Al Hasan",3,0,0
"A Zampa","SS Cottrell",2,0,0
"A Zampa","TA Boult",6,1,0
"A Zampa","Usman Shinwari",3,1,0
"AA Banner","DMW Rawlins",3,0,0
"AA Banner","G Irvin",8,0,0
"AA Banner","H Fennell",2,1,0
"AA Banner","J Theron",7,1,0
"AA Banner","MS Graham",5,0,0
"AA Banner","SN Netravalkar",9,1,0
"AA Gajic","T Turan",4,0,0
"AA Jasani","Bilal Hassun",6,0,0
"AA Jasani","BN Toube",5,0,0
"AA Jasani","CM Akachukwu",5,0,0
"AA Jasani","D Muhumuza",8,1,0
"AA Jasani","DB Loic",4,0,0
"AA Jasani","DM Nakrani",8,1,0
"AA Jasani","E Ochieng",10,0,1
"AA Jasani","E Otieno",16,4,1
"AA Jasani","EB Ringera",8,2,0
"AA Jasani","F Akankwasa",10,1,0
"AA Jasani","F Nsubuga",13,0,0
"AA Jasani","FJ Mpegna",4,2,0
"AA Jasani","H Ssenyondo",2,0,0
"AA Jasani","I Tchakou",5,0,0
"AA Jasani","IO Okpe",9,0,0
"AA Jasani","JB Abega",2,1,0
"AA Jasani","M Fru",7,1,1
"AA Jasani","P Aho",5,1,0
"AA Jasani","R Abdulkareem",4,0,1
"AA Jasani","Riazat Ali Shah",4,0,0
"AA Jasani","RR Patel",11,1,0
"AA Jasani","SO Ngoche",9,0,2
"AA Navicha","A Rangaswamy",6,0,0
"AA Navicha","B Maphosa",3,0,0
"AA Navicha","D Maisuria",4,0,0
"AA Navicha","E Ernest",7,1,1
"AA Navicha","G Sesay",9,0,0
"AA Navicha","K Motlanka",3,0,0
"AA Navicha","M Mooketsi",2,0,0
"AA Navicha","R Nehonde",2,0,0
"AA Navicha","S Conteh",2,0,0
"AA Navicha","V Balakrishnan",4,0,0
"AA Navicha","Z Abbasi",9,0,0
"AA Navicha","Zahid Khan",4,1,0
"AA Obanda","Abdur Rehman",5,0,0
"AA Obanda","Ahsan Malik",5,0,0
"AA Obanda","Arsalan Qadir",4,2,0
"AA Obanda","BD Glover",3,0,0
"AA Obanda","Bilal Hassun",11,2,0
"AA Obanda","CM Akachukwu",11,0,2
"AA Obanda","CS Martin",8,0,0
"AA Obanda","DL Vettori",5,0,0
"AA Obanda","DM Nakrani",11,1,1
"AA Obanda","DNA Ankrah",1,0,0
"AA Obanda","F Nsubuga",18,2,0
"AA Obanda","Fawad Alam",8,0,0
"AA Obanda","FJ Klaassen",2,0,0
"AA Obanda","G Bakiweyem",3,1,0
"AA Obanda","G Goudie",1,0,0
"AA Obanda","G Wijekoon",7,0,0
"AA Obanda","GH Dockrell",4,0,0
"AA Obanda","H Osinde",18,4,1
"AA Obanda","H Patel",5,0,0
"AA Obanda","H Ssenyondo",6,0,0
"AA Obanda","HA Chohan",15,4,1
"AA Obanda","Hamza Tahir",4,0,0
"AA Obanda","HS Baidwan",4,2,0
"AA Obanda","IO Okpe",18,5,1
"AA Obanda","JF Mooney",7,1,0
"AA Obanda","JH Davey",5,0,0
"AA Obanda","JM Davison",8,1,0
"AA Obanda","JO Adedeji",17,2,3
"AA Obanda","Junaid Siddiqui",10,1,0
"AA Obanda","Khurram Chohan",6,3,0
"AA Obanda","LPC Silva",8,1,0
"AA Obanda","MC Sorensen",8,0,1
"AA Obanda","Mohameed Taiwo",8,2,1
"AA Obanda","Mohammad Aadil Alam",6,0,0
"AA Obanda","MR Swart",15,1,0
"AA Obanda","MRJ Watt",6,0,0
"AA Obanda","Mudassar Bukhari",19,3,0
"AA Obanda","Mustapha Yusuf",10,1,2
"AA Obanda","NM Carter",9,3,0
"AA Obanda","P Aho",26,6,2
"AA Obanda","P Useni",23,5,1
"AA Obanda","PA van Meekeren",15,2,1
"AA Obanda","PM Seelaar",9,1,1
"AA Obanda","PR Stirling",1,0,0
"AA Obanda","R Abdulkareem",3,0,0
"AA Obanda","RA Abolarin",8,2,0
"AA Obanda","RE van der Merwe",3,0,0
"AA Obanda","Rizwan Cheema",5,2,0
"AA Obanda","RK Kiseto",17,3,2
"AA Obanda","RML Taylor",3,0,0
"AA Obanda","S Dhaniram",12,0,0
"AA Obanda","S Lamichhane",4,0,0
"AA Obanda","S Thakor",3,0,0
"AA Obanda","SA Jumbe",8,1,0
"AA Obanda","Shapoor Zadran",6,1,0
"AA Obanda","SL Malinga",7,1,0
"AA Obanda","SM Sharif",7,3,0
"AA Obanda","Sompal Kami",9,0,1
"AA Obanda","ST Jayasuriya",2,0,0
"AA Obanda","T van der Gugten",2,0,0
"AA Obanda","TGJ Gruijters",12,4,0
"AA Obanda","U Bhatti",5,1,1
"AA Obanda","Younis Khan",4,0,0
"AA Onikoyi","Aamir Kaleem",8,0,0
"AA Onikoyi","B Ward",3,0,0
"AA Onikoyi","BDH Stevens",5,0,0
"AA Onikoyi","CW Perchard",1,0,0
"AA Onikoyi","D Maisuria",6,0,0
"AA Onikoyi","DG Blampied",4,0,0
"AA Onikoyi","DK Anefie",5,0,0
"AA Onikoyi","DM Nakrani",6,1,0
"AA Onikoyi","DNA Ankrah",2,0,0
"AA Onikoyi","E Otieno",4,1,0
"AA Onikoyi","EB Ringera",1,0,0
"AA Onikoyi","Ehsan Khan",17,0,0
"AA Onikoyi","EJB Miles",4,1,0
"AA Onikoyi","F Akankwasa",2,0,0
"AA Onikoyi","F Nsubuga",23,4,1
"AA Onikoyi","GH Dockrell",3,0,0
"AA Onikoyi","GJ Delany",5,2,0
"AA Onikoyi","H Ssenyondo",5,0,0
"AA Onikoyi","IKO Aboagye",11,0,1
"AA Onikoyi","Khawar Ali",4,0,0
"AA Onikoyi","KS Bagabena",6,1,2
"AA Onikoyi","Mohammad Ghazanfar",11,0,0
"AA Onikoyi","Nasrulla Rana",3,1,0
"AA Onikoyi","RK Kiseto",2,0,1
"AA Onikoyi","SO Ngoche",6,2,2
"AA Onikoyi","V Ateak",11,1,1
"AA Onikoyi","Waqas Barkat",3,0,0
"AA Onikoyi","Zeeshan Maqsood",12,0,0
"AAA Patel","D Kansonkho",14,1,1
"AAA Patel","G Kansonkho",7,0,0
"AAA Patel","GM Ntambalika",8,0,1
"AAA Patel","JF Chester",8,0,0
"AAA Patel","JJ Wright",4,0,0
"AAA Patel","KJ Patel",5,0,1
"AAA Patel","MA Baig",4,0,0
"AAA Patel","N Krishna",11,2,0
"AAA Patel","OH Agbomadzie",4,0,0
"AAA Patel","P Vekaria",3,1,0
"AAA Patel","R Bakum",3,1,0
"AAA Patel","Sami Sohail",6,0,0
"Aaftab Alam Khan","AG Weligamage",4,0,0
"Aaftab Alam Khan","Arjun Vinod",4,0,1
"Aaftab Alam Khan","DV Varghese",4,1,0
"Aaftab Alam Khan","H Lakov",5,3,0
"Aaftab Alam Khan","HV Mandhyan",4,1,0
"Aaftab Alam Khan","Ijaz Hussain",5,0,0
"Aaftab Alam Khan","J Albin",13,1,2
"Aaftab Alam Khan","J Evans",5,0,0
"Aaftab Alam Khan","Karthik Pillai",7,0,0
"Aaftab Alam Khan","Najjam Shahzad",5,0,0
"Aaftab Alam Khan","Omar Rassol",2,2,0
"Aaftab Alam Khan","Osama Mahmood",3,0,0
"Aaftab Alam Khan","P Mishra",11,0,1
"Aaftab Alam Khan","R Kumar",2,0,0
"Aaftab Alam Khan","R Satheesan",5,2,0
"Aaftab Alam Khan","S Franklin",4,0,0
"Aaftab Alam Khan","S Wickramasekara",3,0,0
"Aaftab Alam Khan","Syed Maisam Ali",1,0,0
"Aaftab Alam Khan","Taranjeet Singh",15,0,1
"Aaftab Alam Khan","V Saini",1,0,0
"Aaftab Alam Khan","Yair Nagavkar",5,0,1
"AAhan Achar","R Ngarava",1,0,0
"Aamer Ikram","Atif Mehmood",9,0,0
"Aamer Ikram","BA Pai",5,0,0
"Aamer Ikram","E Packard",6,0,1
"Aamer Ikram","Farzan Afzal",6,0,0
"Aamer Ikram","Kuldeep Lal",4,1,2
"Aamer Ikram","MG Hunter",11,0,1
"Aamer Ikram","MO Bacarese",5,0,0
"Aamer Ikram","R Panchal",15,2,0
"Aamer Ikram","Raja Adeel",10,0,0
"Aamer Jamal","AU Rashid",2,1,0
"Aamer Jamal","CR Woakes",2,0,0
"Aamer Jamal","SM Curran",3,0,0
"Aamer Yamin","TA Boult",1,0,0
"Aamer Yamin","TG Southee",5,1,1
"Aamir Kaleem","A Bohara",3,0,0
"Aamir Kaleem","Aftab Alam",3,0,0
"Aamir Kaleem","Ahmed Raza",4,1,0
"Aamir Kaleem","Aizaz Khan",12,3,0
"Aamir Kaleem","Amir Hamza",2,0,0
"Aamir Kaleem","Anshuman Rath",27,2,1
"Aamir Kaleem","BM Scholtz",6,0,0
"Aamir Kaleem","CA Young",7,0,0
"Aamir Kaleem","CN Ackermann",3,0,0
"Aamir Kaleem","Dawlat Zadran",7,0,0
"Aamir Kaleem","DS Airee",8,0,0
"Aamir Kaleem","Ehsan Khan",16,0,0
"Aamir Kaleem","FJ Klaassen",4,0,0
"Aamir Kaleem","GH Dockrell",18,2,1
"Aamir Kaleem","GJ Delany",6,0,1
"Aamir Kaleem","Gulbadin Naib",3,0,0
"Aamir Kaleem","Haseeb Amjad",12,1,1
"Aamir Kaleem","J Little",5,0,0
"Aamir Kaleem","Karan KC",4,1,0
"Aamir Kaleem","KD Shah",6,0,0
"Aamir Kaleem","MG Erasmus",8,0,0
"Aamir Kaleem","Mohammad Ghazanfar",9,0,0
"Aamir Kaleem","Mohammad Nabi",9,1,0
"Aamir Kaleem","Mohammad Naveed",3,0,0
"Aamir Kaleem","MR Adair",5,0,0
"Aamir Kaleem","MS Chapman",4,0,0
"Aamir Kaleem","Nadeem Ahmed",18,2,1
"Aamir Kaleem","Nasrulla Rana",4,1,0
"Aamir Kaleem","PA van Meekeren",1,0,0
"Aamir Kaleem","PKD Chase",1,0,0
"Aamir Kaleem","PM Seelaar",12,1,1
"Aamir Kaleem","Qadeer Ahmed",6,1,0
"Aamir Kaleem","Rashid Khan",2,0,0
"Aamir Kaleem","Rohan Mustafa",12,2,0
"Aamir Kaleem","Rokhan Barakzai",3,0,0
"Aamir Kaleem","S Lamichhane",10,0,0
"Aamir Kaleem","S Snater",2,0,0
"Aamir Kaleem","Sayed Shirzad",3,1,0
"Aamir Kaleem","SC Getkate",5,0,2
"Aamir Kaleem","Shapoor Zadran",4,0,0
"Aamir Kaleem","Simi Singh",4,1,0
"Aamir Kaleem","SR Thompson",6,0,0
"Aamir Kaleem","Sulaimon Runsewe",2,0,0
"Aamir Kaleem","Tanwir Afzal",7,1,0
"Aamir Kaleem","Waheed Ahmed",1,0,0
"Aamir Kaleem","Waqas Khan",3,1,0
"Aamir Kaleem","WB Rankin",5,1,1
"Aamir Kaleem","Zahoor Khan",5,2,0
"Aamir Lal","I Takahashi",6,0,3
"Aamir Lal","R Sakurano-Thomas",6,1,1
"Aamir Lal","RM Koda",3,1,0
"Aaqib Sulehri","Aizaz Khan",4,1,0
"Aaqib Sulehri","AM Guruge",9,2,0
"Aaqib Sulehri","Haseeb Amjad",6,0,0
"Aaqib Sulehri","Qadeer Ahmed",7,2,0
"Aaqib Sulehri","Rokhan Barakzai",5,0,0
"Aaqib Sulehri","Tanwir Afzal",5,0,0
"Aarif Sheikh","A Krishna",3,1,0
"Aarif Sheikh","A Nao",4,0,1
"Aarif Sheikh","Aamir Kaleem",13,0,0
"Aarif Sheikh","Aftab Hussain",3,0,0
"Aarif Sheikh","Ayan Khan",9,0,0
"Aarif Sheikh","Basil Hameed",3,0,0
"Aarif Sheikh","Bilal Khan",9,2,1
"Aarif Sheikh","CA Soper",7,1,0
"Aarif Sheikh","CJA Amini",5,1,0
"Aarif Sheikh","CT Mutombodzi",5,0,0
"Aarif Sheikh","E Otieno",2,2,0
"Aarif Sheikh","EB Ringera",1,1,0
"Aarif Sheikh","Ehsan Khan",4,0,0
"Aarif Sheikh","Fayyaz Butt",6,2,0
"Aarif Sheikh","GH Dockrell",4,0,0
"Aarif Sheikh","GJ Delany",6,0,0
"Aarif Sheikh","Haroon Arshad",2,0,0
"Aarif Sheikh","Ibrahim Hassan",13,3,0
"Aarif Sheikh","Janak Prakash",13,0,0
"Aarif Sheikh","Junaid Siddique (2)",10,1,0
"Aarif Sheikh","K Christie",7,0,0
"Aarif Sheikh","Kaleemullah",5,2,0
"Aarif Sheikh","Kashif Daud",4,0,0
"Aarif Sheikh","KD Shah",12,2,0
"Aarif Sheikh","KH Prajapati",2,1,0
"Aarif Sheikh","Khawar Ali",20,0,0
"Aarif Sheikh","KV Morea",1,0,0
"Aarif Sheikh","L Shafeeg",9,0,1
"Aarif Sheikh","LN Oluoch",2,0,0
"Aarif Sheikh","Mohamed Mahfooz",8,1,1
"Aarif Sheikh","Mohammad Ghazanfar",4,0,0
"Aarif Sheikh","Mohammad Nadeem",13,1,0
"Aarif Sheikh","Muhammad Amir",1,0,0
"Aarif Sheikh","N Madziva",5,1,0
"Aarif Sheikh","N Vanua",6,1,1
"Aarif Sheikh","Nasrulla Rana",3,0,0
"Aarif Sheikh","Nestor Dhamba",7,0,0
"Aarif Sheikh","NM Odhiambo",2,0,1
"Aarif Sheikh","R Hekure",2,0,0
"Aarif Sheikh","Raag Kapur",1,0,0
"Aarif Sheikh","RE van der Merwe",4,0,0
"Aarif Sheikh","Rohan Mustafa",4,0,0
"Aarif Sheikh","S Vijayakumar",5,1,0
"Aarif Sheikh","SC Williams",3,0,0
"Aarif Sheikh","Sidhant Singh",6,2,0
"Aarif Sheikh","Simi Singh",7,0,0
"Aarif Sheikh","SO Ngoche",7,0,0
"Aarif Sheikh","SR Thompson",4,1,0
"Aarif Sheikh","Syazrul Idrus",2,0,0
"Aarif Sheikh","T Jamtsho",1,0,0
"Aarif Sheikh","T Singye",3,0,0
"Aarif Sheikh","TH David",8,1,0
"Aarif Sheikh","TL Chatara",6,0,0
"Aarif Sheikh","U Aryaman Sunil",4,0,0
"Aarif Sheikh","Umar Adam",8,0,0
"Aarif Sheikh","Vraj Patel",10,1,0
"Aarif Sheikh","Waqas Barkat",2,0,0
"Aarif Sheikh","WB Rankin",4,1,0
"Aarif Sheikh","WP Masakadza",2,0,0
"Aarif Sheikh","WT Mashinge",9,3,1
"Aarif Sheikh","Zahoor Khan",4,0,0
"Aarif Sheikh","Zeeshan Maqsood",14,0,0
"Aaron Jones","A Kirschbaum",6,0,0
"Aaron Jones","AC Douglas",3,0,1
"Aaron Jones","AF Ifill",3,0,0
"Aaron Jones","AR Puri",5,1,0
"Aaron Jones","B Ward",11,1,0
"Aaron Jones","BDH Stevens",2,0,0
"Aaron Jones","BFW de Leede",2,0,0
"Aaron Jones","CW Perchard",6,0,1
"Aaron Jones","DC Stovell",4,0,2
"Aaron Jones","DMW Rawlins",17,0,0
"Aaron Jones","EJB Miles",3,0,0
"Aaron Jones","GT Taylor",15,2,0
"Aaron Jones","H Fennell",2,1,0
"Aaron Jones","H Thaker",4,0,0
"Aaron Jones","J Hurley",11,0,0
"Aaron Jones","J Jagroo",4,0,0
"Aaron Jones","J Sumerauer",7,1,0
"Aaron Jones","Junaid Siddiqui",6,0,0
"Aaron Jones","K Hinds",5,0,0
"Aaron Jones","KS Leverock",16,2,0
"Aaron Jones","LA Musiani",2,0,0
"Aaron Jones","LHB Harrington-Myers",4,0,0
"Aaron Jones","MO Jones",7,0,1
"Aaron Jones","MR Montfort",6,0,0
"Aaron Jones","MS Graham",5,0,1
"Aaron Jones","N Dutta",10,1,0
"Aaron Jones","NR Kumar",1,0,0
"Aaron Jones","OGL Bascome",3,0,1
"Aaron Jones","P Manning",5,0,0
"Aaron Jones","PA van Meekeren",5,0,0
"Aaron Jones","RJ Trott",19,2,1
"Aaron Jones","RP Mitchell",11,2,0
"Aaron Jones","S Bau",4,0,0
"Aaron Jones","Saad Bin Zafar",10,0,0
"Aaron Jones","Sandeep Goud (2)",1,0,0
"Aaron Jones","SC Williams",6,1,0
"Aaron Jones","Shariz Ahmad",6,0,0
"Aaron Jones","SI Kamea",4,1,0
"Aaron Jones","Sikandar Raza",3,0,0
"Aaron Jones","TJG Pringle",6,1,0
"Aaron Jones","U Aryaman Sunil",5,0,0
